batch,line,ident,type,detail
round1,356,101247,exact_group_recomputed,ex_7ccaaf46->ex_03b19cbead8d80b4
round1,357,104781,exact_group_recomputed,ex_9f81ec73->ex_afb1d3d3bd3e0141
round1,358,106125,exact_group_recomputed,ex_3dcea62b->ex_8a16c5ceef1626e1
round1,359,100339,exact_group_recomputed,ex_29f573d1->ex_3f6c794164a34e44
round1,360,103890,exact_group_recomputed,ex_3c62a90b->ex_360ab53f3f11c5dc
round1,361,104795,exact_group_recomputed,ex_dfbb1204->ex_c64ed82b04c55517
round1,362,103768,exact_group_recomputed,ex_7f241265->ex_06669162f898feed
round1,363,105404,exact_group_recomputed,ex_e1110fd5->ex_af46b68261ab2d8f
round1,364,103912,exact_group_recomputed,ex_fd865c85->ex_5cd39fb35782e83d
round1,365,100154,exact_group_recomputed,ex_61c44bbf->ex_0c8788e6dda21368
round1,366,105459,exact_group_recomputed,ex_dd5155de->ex_bb8050e4afa3fcf5
round1,367,102697,exact_group_recomputed,ex_3a88801c->ex_9fee786440a36c1b
round1,368,100508,exact_group_recomputed,ex_971d8fa4->ex_3ad8f26bfccdbd94
round1,369,103379,exact_group_recomputed,ex_f65af92a->ex_9770f2b405be91c9
round1,370,106157,exact_group_recomputed,ex_d0005207->ex_cc16a42e02b9cecb
round1,371,102406,exact_group_recomputed,ex_f8bc1ab0->ex_95d02b8fa9f6b85e
round1,372,100035,exact_group_recomputed,ex_7801767e->ex_0708604e67478b32
round1,373,102307,exact_group_recomputed,ex_15ba97a1->ex_799b5cf4c5c0b0b1
round1,374,100678,exact_group_recomputed,ex_e724c0c9->ex_a304f0074bf1e0a2
round1,375,105169,exact_group_recomputed,ex_c1e5608a->ex_c5ae27068e289218
round1,376,101884,exact_group_recomputed,ex_e85fa37d->ex_f9de6c189fee475b
round1,377,100959,exact_group_recomputed,ex_486d4713->ex_58ac8bc3c5c18fb3
round1,378,101538,exact_group_recomputed,ex_70dc7330->ex_94bd5082c66438e7
round1,379,104994,exact_group_recomputed,ex_a0fc47f4->ex_0cb1b22e4984ff77
round1,380,101376,exact_group_recomputed,ex_6209de0a->ex_4232ad8aded4e6f5
round1,381,102971,exact_group_recomputed,ex_48a694b5->ex_4e2613a22b1dfdd9
round1,382,103266,exact_group_recomputed,ex_1f79f757->ex_db1238000e6750d7
round1,383,103199,exact_group_recomputed,ex_11d47fc3->ex_98af869dddfe669a
round1,384,101285,exact_group_recomputed,ex_ab5426bb->ex_7172577b12005eea
round1,385,100511,exact_group_recomputed,ex_19cf22b7->ex_fcb3f11f26a59ed5
round1,386,102583,exact_group_recomputed,ex_83145578->ex_f6d9cae20d88295c
round1,387,101908,exact_group_recomputed,ex_10b3cf0f->ex_e4431536fbf13652
round1,388,105732,exact_group_recomputed,ex_0573ad99->ex_4e0b14f3530947de
round1,389,104792,exact_group_recomputed,ex_65b90fe6->ex_947e66dc0c5cd172
round1,390,102420,exact_group_recomputed,ex_64bfdaea->ex_8ce90abffb2c614f
round1,391,102805,exact_group_recomputed,ex_431766af->ex_e4a5ddc91ca40a22
round1,392,106098,exact_group_recomputed,ex_b930048a->ex_d023a55e438b6360
round1,393,105595,exact_group_recomputed,ex_1cf87317->ex_17e2e57ecbe8683e
round1,394,106080,exact_group_recomputed,ex_98a63669->ex_ca35d869c907458e
round1,395,105580,exact_group_recomputed,ex_9c0c8cf0->ex_f66ce074ff9ae1d9
round1,396,105236,exact_group_recomputed,ex_9d984e3e->ex_9d66eb1ebcab74b0
round1,397,103994,exact_group_recomputed,ex_cccbeff2->ex_7210abec903ca665
round1,398,103453,exact_group_recomputed,ex_1cc98324->ex_7fee1fe40f6e0ec7
round1,399,101545,exact_group_recomputed,ex_29efed99->ex_d0688191d519ce50
round1,400,100291,exact_group_recomputed,ex_c21d65c8->ex_0aae33e52fe2553b
round1,401,105493,exact_group_recomputed,ex_97dd49f4->ex_8a540c964603933c
round1,402,104638,exact_group_recomputed,ex_68a5b11d->ex_acf94d129d2d433d
round1,403,104132,exact_group_recomputed,ex_f2526d6f->ex_a6727bd3f7f48384
round1,404,101514,exact_group_recomputed,ex_40735923->ex_524d01f42b07f86d
round1,405,100069,exact_group_recomputed,ex_f9210902->ex_e443b7fa9996d613
round1,406,100278,exact_group_recomputed,ex_28a35aa5->ex_2d1d2393be5f7ed3
round1,407,105267,exact_group_recomputed,ex_f02535fe->ex_ffd71cfa6c554b9b
round1,408,101776,exact_group_recomputed,ex_42d592e5->ex_88111346587e8b50
round1,409,105023,exact_group_recomputed,ex_398a4434->ex_8dc129621b66ce09
round1,410,102309,exact_group_recomputed,ex_c5473273->ex_53e81f5da3b57168
round1,411,103432,exact_group_recomputed,ex_a4d5a237->ex_8b2866d3b7dda740
round1,412,102983,exact_group_recomputed,ex_98aa63f9->ex_53c2b85c6a38d0fe
round1,413,105617,exact_group_recomputed,ex_f525bbbe->ex_515a4043090e3c5a
round1,414,100754,exact_group_recomputed,ex_2df39610->ex_12a5308eb1930ad9
round1,415,103943,exact_group_recomputed,ex_a7d11454->ex_22b2c4a661971bb2
round1,416,104110,exact_group_recomputed,ex_6a7014f9->ex_5a0a0666901bae8e
round1,417,100078,exact_group_recomputed,ex_7fea0136->ex_b5d78e25d3ee7b9c
round1,418,100855,exact_group_recomputed,ex_045b640f->ex_64add07d18b8bc30
round1,419,105942,exact_group_recomputed,ex_2dc1088d->ex_7fe8893c5fa05213
round1,420,102627,exact_group_recomputed,ex_ca50178d->ex_290aaf8719614a8c
round1,421,101251,exact_group_recomputed,ex_f5f91a0b->ex_53097819b214e18a
round1,422,103575,exact_group_recomputed,ex_cf830009->ex_572e7bc2f279718d
round1,423,101992,exact_group_recomputed,ex_685e5aab->ex_9cbae3c8c392d7c9
round1,424,102271,exact_group_recomputed,ex_02c168f7->ex_020e178b19fc044a
round1,425,102439,exact_group_recomputed,ex_690a8b0b->ex_6bae87665e9155b4
round1,426,101936,exact_group_recomputed,ex_5b31c8ce->ex_5e29598bc4862acb
round1,427,100054,exact_group_recomputed,ex_9618f89b->ex_dd7eacd1f3bf55af
round1,428,103742,exact_group_recomputed,ex_33f99985->ex_3a55296172610768
round1,429,106119,exact_group_recomputed,ex_95fa0af5->ex_1d85f95afc2019a5
round1,430,101578,exact_group_recomputed,ex_3940dbde->ex_474e3d61410c3452
round1,431,104411,exact_group_recomputed,ex_38350b13->ex_74a189be090521f9
round1,432,103254,exact_group_recomputed,ex_54718383->ex_adb94cf953b54ba0
round1,433,105784,exact_group_recomputed,ex_65f3238f->ex_ce2ab8a38f7212d9
round1,434,105187,exact_group_recomputed,ex_7fb42920->ex_e1e875adc947431b
round1,435,101810,exact_group_recomputed,ex_8c632330->ex_684051e349715dda
round1,436,101850,exact_group_recomputed,ex_8a7a132e->ex_44b7bf179a02987c
round1,437,104401,exact_group_recomputed,ex_2d61b612->ex_dce27648bcbf2850
round1,438,102616,exact_group_recomputed,ex_88fe2419->ex_b287ce479aec7698
round1,439,104979,exact_group_recomputed,ex_66b34c65->ex_c84ff2f0e4d6157f
round1,440,104885,exact_group_recomputed,ex_e48cb621->ex_363b5d82e817594b
round1,441,105491,exact_group_recomputed,ex_f6173f10->ex_c8732a8b8d00bef2
round1,442,100892,exact_group_recomputed,ex_382ecad4->ex_068773712f38945d
round1,443,103090,exact_group_recomputed,ex_1301a898->ex_71de589e04c4a0f1
round1,444,100985,exact_group_recomputed,ex_089c0fdb->ex_e36ee879bce0111d
round1,445,103059,exact_group_recomputed,ex_31a5982b->ex_8633fb1d4db9326e
round1,446,103803,exact_group_recomputed,ex_273ff1f1->ex_bd7f2955b9042c10
round1,447,104790,exact_group_recomputed,ex_3464df4f->ex_4359a928948f2a90
round1,448,100172,exact_group_recomputed,ex_24005b85->ex_c1dd2b836766687d
round1,449,105556,exact_group_recomputed,ex_f3833674->ex_36eee8bbf35bc366
round1,450,101312,exact_group_recomputed,ex_7447f569->ex_7ff1cca3923cdf7f
round1,451,103358,exact_group_recomputed,ex_7de30e7c->ex_b44ea9184483c009
round1,452,103297,exact_group_recomputed,ex_1bb4fdd8->ex_3dfacc385297e65e
round1,453,105997,exact_group_recomputed,ex_590d1cd7->ex_814e81d72707d82b
round1,454,101956,exact_group_recomputed,ex_a35dabbe->ex_ac0f5ee7a246a353
round1,455,105434,exact_group_recomputed,ex_2560754a->ex_22f34f6bcceacc4d
round1,456,100729,exact_group_recomputed,ex_1a462aa4->ex_a963c6a9c3c6005b
round1,457,102568,exact_group_recomputed,ex_bf8be4ff->ex_24208d4c086bca8a
round1,458,101015,exact_group_recomputed,ex_160a8aba->ex_344dd0b452a55097
round1,459,105183,exact_group_recomputed,ex_34befdf6->ex_b8038ecf5ac48614
round1,460,105658,exact_group_recomputed,ex_3e729878->ex_485613ee70305a21
round1,461,103729,exact_group_recomputed,ex_7b8f0295->ex_fe98d65299615b72
round1,462,100270,exact_group_recomputed,ex_de4d15e6->ex_7e60298282ca3c83
round1,463,101668,exact_group_recomputed,ex_e0f233b7->ex_2e4ee66e94eecf01
round1,464,102159,exact_group_recomputed,ex_7dba1e53->ex_1b577d2e329823cf
round1,465,100688,exact_group_recomputed,ex_7865fd0b->ex_5d0dadd05c142705
round1,466,105640,exact_group_recomputed,ex_1e66fe30->ex_0a88cf34637031a2
round1,467,102763,exact_group_recomputed,ex_aa762313->ex_c24961511e56e837
round1,468,101896,exact_group_recomputed,ex_a81eb2cb->ex_3025eb04cfc31593
round1,469,104554,exact_group_recomputed,ex_51da65f6->ex_5a1ae4f07986f9af
round1,470,106058,exact_group_recomputed,ex_14784aa3->ex_2a6f7cf7281e1f0e
round1,471,100492,exact_group_recomputed,ex_89470511->ex_91e7a0e3f1336614
round1,472,104857,exact_group_recomputed,ex_9e4b9bdc->ex_120dd52bc038d169
round1,473,102914,exact_group_recomputed,ex_0f294cf0->ex_a377511a1aa2eb09
round1,474,103310,exact_group_recomputed,ex_6b2d517e->ex_40a79707b770e053
round1,475,100714,exact_group_recomputed,ex_998d2edb->ex_a7113f8a65d824e8
round1,476,105767,exact_group_recomputed,ex_4c9a7301->ex_9f61ace370164d33
round1,477,101791,exact_group_recomputed,ex_dc9508ca->ex_e114babcd3484cfa
round1,478,100170,exact_group_recomputed,ex_1efde937->ex_7fb164170d456b2d
round1,479,100109,exact_group_recomputed,ex_1e205570->ex_06e7d25bf32e8a12
round1,480,100019,exact_group_recomputed,ex_640f572d->ex_df99828a34b7af02
round1,481,101967,exact_group_recomputed,ex_cdff49f2->ex_88f41f70be0feea3
round1,482,105233,exact_group_recomputed,ex_79b41981->ex_7e04d56837be932c
round1,483,100889,exact_group_recomputed,ex_44744195->ex_65a11c6857af20ba
round1,484,102220,exact_group_recomputed,ex_a0e6d5cd->ex_b845090f5e652118
round1,485,101860,exact_group_recomputed,ex_28052538->ex_e557f687a55df5e3
round1,486,102520,exact_group_recomputed,ex_ebf1ae5f->ex_71980db1a15020e8
round1,487,104677,exact_group_recomputed,ex_ce0dfd75->ex_33b07a6ea453a777
round1,488,101647,exact_group_recomputed,ex_b51431c9->ex_c7f72474dc7dbddf
round1,489,101017,exact_group_recomputed,ex_add7d3ad->ex_2b718c28ad5863f7
round1,490,104430,exact_group_recomputed,ex_6a18e69f->ex_3d5d2b61df64b8bf
round1,491,100438,exact_group_recomputed,ex_301ebe24->ex_50954a40de3ffc9b
round1,492,106048,exact_group_recomputed,ex_56fdcba5->ex_04d1ec95c8d7e635
round1,493,105341,exact_group_recomputed,ex_100abed5->ex_d5b6bfbfd20f1d30
round1,494,102064,exact_group_recomputed,ex_20163019->ex_c32e8a18b6994bca
round1,495,102176,exact_group_recomputed,ex_f1165b76->ex_3f10821c1388063b
round1,496,101923,exact_group_recomputed,ex_74917b23->ex_b849534365c50716
round1,497,100276,exact_group_recomputed,ex_0a7a2033->ex_55b12231d7ca70ed
round1,498,104045,exact_group_recomputed,ex_e7a862fd->ex_33b4f409b3c43857
round1,499,103489,exact_group_recomputed,ex_9e3fca57->ex_4220430e6523fcfe
round1,500,105760,exact_group_recomputed,ex_00dd9260->ex_0190db05710fe30b
rare1,1,101894,exact_group_recomputed,ex_fae8b431->ex_0c0ed781b8b20601
rare1,2,105435,exact_group_recomputed,ex_6715e5cb->ex_f8f35270407ebab2
rare1,3,104553,exact_group_recomputed,ex_e82ec218->ex_f8603128fb2f0d90
rare1,4,105804,exact_group_recomputed,ex_92267b3c->ex_d3e997b44f1ab120
rare1,5,100812,exact_group_recomputed,ex_60d3a7f0->ex_020e5e8c26f5a0d0
rare1,6,101902,exact_group_recomputed,ex_28589de2->ex_b16df765135ffb80
rare1,7,100071,exact_group_recomputed,ex_ccf63516->ex_454e6eb540088f26
rare1,8,105729,exact_group_recomputed,ex_05f8840b->ex_55b6e8807167e7cf
rare1,9,105319,exact_group_recomputed,ex_4ba7b065->ex_fa50e5dd44427902
rare1,10,100011,exact_group_recomputed,ex_2db78c49->ex_7e33d784215faf2f
rare1,11,105017,exact_group_recomputed,ex_783b5393->ex_a5dc354a4f8fec78
rare1,12,105067,exact_group_recomputed,ex_760a4e93->ex_22ba9441666a22f7
rare1,13,101710,exact_group_recomputed,ex_3819d5b6->ex_d585bc06cd2911aa
rare1,14,101471,exact_group_recomputed,ex_1ec2d3b2->ex_07bf3015692715db
rare1,15,100976,exact_group_recomputed,ex_66342462->ex_53d1656387d1b428
rare1,16,100066,exact_group_recomputed,ex_5552e400->ex_763f022b5e3ada61
rare1,17,104760,exact_group_recomputed,ex_d9b24f5a->ex_9f3aaef048d1f332
rare1,18,104074,exact_group_recomputed,ex_5a40286a->ex_b093114a9cade86b
rare1,19,105913,exact_group_recomputed,ex_d88bcf93->ex_b4cb9334cc7c27c9
rare1,20,101081,exact_group_recomputed,ex_16ed9204->ex_7d2b56df37be6afc
rare1,21,105893,exact_group_recomputed,ex_d81433d3->ex_9d5c1d58d312964f
rare1,22,100063,exact_group_recomputed,ex_fde9cc57->ex_cb5c71f0734d26e7
rare1,23,105802,exact_group_recomputed,ex_ba0354a2->ex_be009699a2306533
rare1,24,100450,exact_group_recomputed,ex_6e9dcb2e->ex_62c0a1a698ea0fc2
rare1,25,102827,exact_group_recomputed,ex_b1d4a65c->ex_8c2daa01e933c74c
rare1,26,104517,exact_group_recomputed,ex_747fffab->ex_2cc9ea24327c2148
rare1,27,102453,exact_group_recomputed,ex_1329bdf5->ex_5970612bcd82cd92
rare1,28,101870,exact_group_recomputed,ex_52a42850->ex_53ac509a3a91eac2
rare1,29,101016,exact_group_recomputed,ex_4b03e05e->ex_c6a228f04ee5a06c
rare1,30,106049,exact_group_recomputed,ex_bc017722->ex_73ae14ca03ebfd4b
rare1,31,103543,exact_group_recomputed,ex_48f5bf90->ex_a1283856cd936f0f
rare1,32,103044,exact_group_recomputed,ex_96b5e3ad->ex_25b645d29d61fa2b
rare1,33,101095,exact_group_recomputed,ex_de68048c->ex_6c8ce421c9273812
rare1,34,105018,exact_group_recomputed,ex_7fea2d03->ex_3eace2c4a00b2650
rare1,35,104164,exact_group_recomputed,ex_621035f8->ex_caea1617aa3756bf
rare1,36,101839,exact_group_recomputed,ex_deb5b20d->ex_f8df2462b28e07fe
rare1,37,103023,exact_group_recomputed,ex_fb17b39a->ex_e131be8c6a595f61
rare1,38,101079,exact_group_recomputed,ex_00de0c6e->ex_531265dace2dfe7a
rare1,39,103788,exact_group_recomputed,ex_d9744c31->ex_ab484be66c147125
rare1,40,101114,exact_group_recomputed,ex_64a4d404->ex_0e02390290bbad69
rare1,41,105778,exact_group_recomputed,ex_fcc5f9bc->ex_0d65cef7700cea9c
rare1,42,101078,exact_group_recomputed,ex_8def3b48->ex_458c73030c4204c7
rare1,43,103039,exact_group_recomputed,ex_45881548->ex_3d274cc50ec44c9e
rare1,44,105176,exact_group_recomputed,ex_1117c927->ex_9c3e53956dd209ae
rare1,45,104317,exact_group_recomputed,ex_1ddc774b->ex_0b576f926626d817
rare1,46,102952,exact_group_recomputed,ex_aecaf059->ex_07005171fc9488d9
rare1,47,101549,exact_group_recomputed,ex_8892b5f6->ex_30556d8231c6d015
rare1,48,105805,exact_group_recomputed,ex_91d1e349->ex_7a0ab6a625e5c108
rare1,49,104365,exact_group_recomputed,ex_c1790c30->ex_c6bc45bf2067ef4d
rare1,50,105944,exact_group_recomputed,ex_1bc1369b->ex_fb7520e4a38268be
rare1,51,104661,exact_group_recomputed,ex_d26c06d2->ex_139d48341be0a4ef
rare1,52,105803,exact_group_recomputed,ex_a7f20365->ex_06195928f2e4e176
rare1,53,101369,exact_group_recomputed,ex_329a8fbc->ex_f7467990ab145ae6
rare1,54,102022,exact_group_recomputed,ex_e908d2bf->ex_e7e8b29dec050392
rare1,55,101667,exact_group_recomputed,ex_cc7232d7->ex_d60df5a3fd4fc63a
rare1,56,101007,exact_group_recomputed,ex_6a2bf0f4->ex_3fcf690ac9fa9af9
rare1,57,104473,exact_group_recomputed,ex_c28ad584->ex_c2b3bfc8dec1c464
rare1,58,106005,exact_group_recomputed,ex_011996af->ex_494e41161f8164af
rare1,59,106067,exact_group_recomputed,ex_93ae6734->ex_fb13b78525f919fe
rare1,60,104980,exact_group_recomputed,ex_844e04a6->ex_a1150e138dcc1faa
rare1,61,104107,exact_group_recomputed,ex_6bb31c36->ex_412195f594885a94
rare1,62,105469,exact_group_recomputed,ex_9174ef1c->ex_e54a797082e94ac9
rare1,63,105082,exact_group_recomputed,ex_20f863bd->ex_f281cd55115223d9
rare1,64,102759,exact_group_recomputed,ex_72ae9b86->ex_04e4bf0067fdac48
rare1,65,100288,exact_group_recomputed,ex_75cb141d->ex_7f6a843055d9eea6
rare1,66,105311,exact_group_recomputed,ex_7608d502->ex_ef24dfe99f94170e
rare1,67,105686,exact_group_recomputed,ex_5c80f98d->ex_bb260c074f070dc5
rare1,68,105941,exact_group_recomputed,ex_a5861fac->ex_b361efdcdeee71e0
rare1,69,105758,exact_group_recomputed,ex_a6d24ab6->ex_95a2d4ad0d75abe5
rare1,70,103425,exact_group_recomputed,ex_547d628f->ex_7d1c9a03ac7a390a
rare1,71,104680,exact_group_recomputed,ex_0d9c416c->ex_1dfa2e0a3e00cb9e
rare1,72,106015,exact_group_recomputed,ex_80ee7615->ex_e3947b0a9cbc690d
rare1,73,105848,exact_group_recomputed,ex_f67f6249->ex_dc05e18e424e39f4
rare1,74,105137,exact_group_recomputed,ex_d0d0c8f5->ex_9eea23d7961c96db
rare1,75,102411,exact_group_recomputed,ex_e7deaff3->ex_68e0facb76ff4931
rare1,76,105482,exact_group_recomputed,ex_ef0a3dea->ex_cb2a97b891c05a96
rare1,77,104091,exact_group_recomputed,ex_fcf95e33->ex_4e59836b43106ef5
rare1,78,103030,exact_group_recomputed,ex_2ed052e5->ex_6e9ca20c369be081
rare1,79,105651,exact_group_recomputed,ex_09b5115c->ex_f2be19043dc222d0
rare1,80,101310,exact_group_recomputed,ex_e78b2a96->ex_3794b7326a4b5b95
rare1,81,101582,exact_group_recomputed,ex_38170dcc->ex_6002356417234be2
rare1,82,100546,exact_group_recomputed,ex_0bcd823e->ex_469fcd32ba414f9f
rare1,83,102306,exact_group_recomputed,ex_4bcac40f->ex_952d8257cef4fbfb
rare1,84,105685,exact_group_recomputed,ex_c8b5b733->ex_4fd347b7a1fc2ae5
rare1,85,102946,exact_group_recomputed,ex_5b1b4d62->ex_aae67019ea3c3c8d
rare1,86,102004,exact_group_recomputed,ex_17a4ae8c->ex_3af3f968cdac8496
rare1,87,104041,exact_group_recomputed,ex_5f96c5d4->ex_b7742b3b98fe3443
rare1,88,105158,exact_group_recomputed,ex_f327ea78->ex_88f889dcb4742beb
rare1,89,105810,exact_group_recomputed,ex_0d13e9d6->ex_df2c534b3ed0ede9
rare1,90,103905,exact_group_recomputed,ex_08b76001->ex_2ef7e25669dd2b75
rare1,91,105214,exact_group_recomputed,ex_0ed297ee->ex_7f328c4ceb670cee
rare1,92,105080,exact_group_recomputed,ex_32651f02->ex_d6d64e96f64425b7
rare1,93,104090,exact_group_recomputed,ex_ca9b534a->ex_092ead01428122ce
rare1,94,104599,exact_group_recomputed,ex_35671c58->ex_1814d693053bc2ea
rare1,95,101630,exact_group_recomputed,ex_786c5f77->ex_e25dc419c8c6dd93
rare1,96,105021,exact_group_recomputed,ex_ccb382e5->ex_34974f30672ea198
rare1,97,104649,exact_group_recomputed,ex_174629b0->ex_299132096b268945
rare1,98,100594,exact_group_recomputed,ex_81932a11->ex_4153f7b50dbb860c
rare1,99,104570,exact_group_recomputed,ex_76da9f39->ex_0fa8fad5ac12e871
rare1,100,104678,exact_group_recomputed,ex_24f1b7df->ex_b4a0fc2f2688083a
rare1,101,100856,exact_group_recomputed,ex_c215134f->ex_1fa736090d52b4b0
rare1,102,106146,exact_group_recomputed,ex_e918626a->ex_dea4a5c450e471ed
rare1,103,104122,exact_group_recomputed,ex_0810d994->ex_0c830513c523c5fa
rare1,104,103024,exact_group_recomputed,ex_ef928207->ex_f3f87c327c4255fa
rare1,105,101738,exact_group_recomputed,ex_3f15ee2a->ex_c36e98e2a8dd300d
rare1,106,101670,exact_group_recomputed,ex_60df554e->ex_53ec96fb01207611
rare1,107,104178,exact_group_recomputed,ex_e4c0b03d->ex_cc998939e1b0e682
rare1,108,103630,exact_group_recomputed,ex_c4825ea8->ex_5d6aad04bd6a7f7c
rare1,109,101645,exact_group_recomputed,ex_48471108->ex_8c8b224614f373c8
rare1,110,105283,exact_group_recomputed,ex_215336f7->ex_a42404fb3aad17fd
rare1,111,101644,exact_group_recomputed,ex_06b37ed5->ex_1658bfdcdcd2d704
rare1,112,100157,exact_group_recomputed,ex_aa4338d6->ex_78592ea256ced22f
rare1,113,102410,exact_group_recomputed,ex_ae03ea17->ex_610d46a83a3b7611
rare1,114,103079,exact_group_recomputed,ex_6f1d5b6a->ex_395773830a33d79e
rare1,115,105690,exact_group_recomputed,ex_d9699681->ex_72d54986ad56285a
rare1,116,104962,exact_group_recomputed,ex_a0f5ef7c->ex_907a9194188c5694
rare1,117,103763,exact_group_recomputed,ex_f90dc0f1->ex_3b18459d4f4db243
rare1,118,101428,exact_group_recomputed,ex_33d64daa->ex_6a8fc9057ed45869
rare1,119,100038,exact_group_recomputed,ex_39a6b9f2->ex_74fde2057187cd73
rare1,120,100618,exact_group_recomputed,ex_25232543->ex_3ba4559d79eeac52
rare1,121,102027,exact_group_recomputed,ex_47438a33->ex_82345b7e736d16b3
rare1,122,104959,exact_group_recomputed,ex_9c622423->ex_375cce57523a844d
rare1,123,104964,exact_group_recomputed,ex_69cf5c60->ex_1f811ca77e51cd41
rare1,124,104963,exact_group_recomputed,ex_d8c2c81b->ex_3214fc1d208cdaad
rare1,125,101231,exact_group_recomputed,ex_3fc6f6cd->ex_c462da5eb6933759
rare1,126,101455,exact_group_recomputed,ex_e1041d43->ex_5ee134e7534f14d9
rare1,127,102557,exact_group_recomputed,ex_7af380a3->ex_ef1ef40e99d3ca76
rare1,128,100257,exact_group_recomputed,ex_dd01aa0b->ex_7f5043cf28d0b76b
rare1,129,105945,exact_group_recomputed,ex_70aca325->ex_bc74c71dfa1a492c
rare1,130,100001,exact_group_recomputed,ex_db0a1bc8->ex_47dcfafa47b9659a
rare1,131,101042,exact_group_recomputed,ex_dc2042f4->ex_b3545c1dade34a4a
rare1,132,100458,exact_group_recomputed,ex_a5cfbd47->ex_e797c1a7c134b644
rare1,133,105379,exact_group_recomputed,ex_2f57f901->ex_3616235e3a6aa3f4
rare1,134,105433,exact_group_recomputed,ex_007ffde9->ex_afea12474f5c3661
rare1,135,100003,exact_group_recomputed,ex_c11f3387->ex_b87bd692217a9033
rare1,136,101254,exact_group_recomputed,ex_53b7a14a->ex_52c1da01c8601e91
rare1,137,105842,exact_group_recomputed,ex_fa17dc39->ex_9ee18f7870d1fd76
rare1,138,104802,exact_group_recomputed,ex_d76998f1->ex_a9faf81ef4c8217b
rare1,139,105947,exact_group_recomputed,ex_89a1ab02->ex_f2bb9530e4be8aa7
rare1,140,101037,exact_group_recomputed,ex_e090d741->ex_650cd759110200da
rare1,141,101255,exact_group_recomputed,ex_7e329ab4->ex_c6b60a6b10b4f48a
rare1,142,104777,exact_group_recomputed,ex_c70984b9->ex_8485dbb0ea6f8e9a
rare1,143,102002,exact_group_recomputed,ex_66c40568->ex_d3e8eaa782314f7f
rare1,144,101342,exact_group_recomputed,ex_a5e93563->ex_149feec88ffc184d
rare1,145,105731,exact_group_recomputed,ex_0b555e21->ex_982b6d1575fc21bf
rare1,146,102707,exact_group_recomputed,ex_8033b70f->ex_7fb4ef9514ac8347
rare1,147,105641,exact_group_recomputed,ex_3dbc6d0b->ex_f691bf4a4c26e2a5
rare1,148,104175,exact_group_recomputed,ex_8a211de6->ex_5397265bfaa5d830
rare1,149,105958,exact_group_recomputed,ex_52625ca0->ex_3cb7bef07a452a02
rare1,150,104259,exact_group_recomputed,ex_32e91bbf->ex_c88caf668dc3a710
rare1,151,105258,exact_group_recomputed,ex_2c6238ed->ex_37ee57d2d90901f3
rare1,152,105138,exact_group_recomputed,ex_fa1a956d->ex_c4786fe541db19af
rare1,153,105911,exact_group_recomputed,ex_a16892f0->ex_d377d0e04c0f6361
rare1,154,104474,exact_group_recomputed,ex_7ee124f4->ex_60cee2d767f2ec24
rare1,155,101541,exact_group_recomputed,ex_19f0370f->ex_5ee71c4bb9e0ada9
rare1,156,105742,exact_group_recomputed,ex_e3d1a06b->ex_04466e286d2b46aa
rare1,157,100718,exact_group_recomputed,ex_091d7e78->ex_112c2e23a649204f
rare1,158,104182,exact_group_recomputed,ex_65485985->ex_c7e4a186a030e2b5
rare1,159,100067,exact_group_recomputed,ex_679152e1->ex_d286a0f4b4a4b711
rare1,160,105950,exact_group_recomputed,ex_2db195d6->ex_90f97ad9f62942e4
rare1,161,101612,exact_group_recomputed,ex_18824036->ex_a92028c238af7bb5
rare1,162,104823,exact_group_recomputed,ex_eb8d6050->ex_5264b9c8ef5f3ce3
rare1,163,104329,exact_group_recomputed,ex_8f6fb2cb->ex_ca0dfb2619d1569f
rare1,164,103327,exact_group_recomputed,ex_be5e7f3a->ex_1b71f8cead7fadaf
rare1,165,101562,exact_group_recomputed,ex_2f674804->ex_9510ab419704408a
rare1,166,104658,exact_group_recomputed,ex_af2383e3->ex_058b446583bde78b
rare1,167,105593,exact_group_recomputed,ex_001e5928->ex_d298350ac7de1220
rare1,168,105634,exact_group_recomputed,ex_80762f83->ex_f7f414c6a2896821
rare1,169,105946,exact_group_recomputed,ex_86393f3f->ex_044e283696c5326a
rare1,170,105949,exact_group_recomputed,ex_bfcaf3ad->ex_f1bceb2fb671e155
rare1,171,105468,exact_group_recomputed,ex_84af2abf->ex_cd6fd1855a73e701
rare1,172,105948,exact_group_recomputed,ex_55a0f980->ex_e17271d3beedb023
rare1,173,105951,exact_group_recomputed,ex_f030d436->ex_15427a3dec7d1abc
rare1,174,105228,exact_group_recomputed,ex_6cc2db60->ex_11dec04da883b65c
rare1,175,102165,exact_group_recomputed,ex_f8bd259c->ex_08d1cc79123e8fb7
rare1,176,104923,exact_group_recomputed,ex_fff593f7->ex_cf3512fd7729f884
rare1,177,105055,exact_group_recomputed,ex_1d492c98->ex_344dff3e69be24be
rare1,178,105314,exact_group_recomputed,ex_8b66bd88->ex_da337b5b1d3a0608
rare1,179,104121,exact_group_recomputed,ex_75ed98ba->ex_270a5afd8405491b
rare1,180,105471,exact_group_recomputed,ex_b6ffc55c->ex_ee3b0c54713c6f79
rare1,181,105986,exact_group_recomputed,ex_d9f5cc4b->ex_d7a8534d44a48f10
rare1,182,100913,exact_group_recomputed,ex_09282f41->ex_ae1769cb9a5aae37
rare1,183,105762,exact_group_recomputed,ex_97beb5ab->ex_846426f58c1a2988
