issue,action,item,kind,record_count
leaking,replaced,cover gaskets,addresses,1
leaking,replaced,covers,addresses,1
leaking,replaced,exhaust push rod seals,addresses,1
leaking,replaced,exhaust valve,addresses,1
leaking,replaced,flange,addresses,1
leaking,replaced,gakset,addresses,1
leaking,replaced,holes,addresses,1
leaking,replaced,instake gasket,addresses,1
leaking,replaced,intake gasket tube,addresses,1
leaking,replaced,intake pipe gaskets,addresses,1
leaking,replaced,intake tube gaskets,addresses,1
leaking,replaced,intake tubes,addresses,1
leaking,replaced,intakes gaskets,addresses,1
leaking,replaced,lock washer,addresses,1
leaking,replaced,lock washers,addresses,1
leaking,replaced,o-ring retainer,addresses,1
leaking,replaced,outer push rod seals,addresses,1
leaking,replaced,outer push rod tube seals,addresses,1
leaking,replaced,piston,addresses,1
leaking,replaced,push rod seal,addresses,1
leaking,replaced,retainer,addresses,1
leaking,replaced,rocker box gasket,addresses,1
leaking,replaced,rocker cov,addresses,1
leaking,replaced,rocker cover bracket,addresses,1
leaking,replaced,rocker cover ga,addresses,1
leaking,replaced,rocker covers gaskets,addresses,1
leaking,replaced,rocker seal,addresses,1
leaking,replaced,silicone gask,addresses,1
leaking,replaced,valve cover gasket,addresses,1
leaking,replaced,washers,addresses,1
leaking,repositioned,seal,addresses,1
leaking,resealed,backbone bolts,addresses,1
leaking,resealed,hi-temperature silicone,addresses,1
leaking,resealed,high temperature rtb,addresses,1
leaking,reseat,seal,investigates,1
leaking,reset,gasket,addresses,1
leaking,reset,gasket,investigates,1
leaking,reswaged,intake pipe,addresses,1
leaking,reswaged,intake tube,addresses,1
leaking,reswaged,lower tube,addresses,1
leaking,reswedged,intake connector,addresses,1
leaking,reswedged,oil sump,addresses,1
leaking,reswedged,sump,addresses,1
leaking,revealed,bolts,addresses,1
leaking,rotated,push rod tube,addresses,1
leaking,rotated,seal,addresses,1
leaking,run up leak check,cowling,investigates,1
leaking,run up leak check,engine,investigates,1
leaking,safetied,,investigates,1
leaking,safetied,propeller,investigates,1
leaking,sealed,bolt hole,addresses,1
leaking,sealed,bolts,addresses,1
leaking,sealed,case,addresses,1
leaking,sealed,lifting bracket case half bolt,addresses,1
leaking,sealed,lifting eye bolt,addresses,1
leaking,secured,primer line,addresses,1
leaking,serviced,aircraft,addresses,1
leaking,serviced,aircraft,investigates,1
leaking,serviced,engine,addresses,1
leaking,serviced,engine,investigates,1
leaking,serviced,mineral oil,addresses,1
leaking,serviced,mineral oil,investigates,1
leaking,staked,valves,addresses,1
leaking,swaged,intake tube attachment,addresses,1
leaking,swaged,intake tube attachment groove,addresses,1
leaking,swaged,oil sump,addresses,1
leaking,swaged,tube,addresses,1
leaking,swedged,cylinder,addresses,1
leaking,swedged,intake,addresses,1
leaking,swedged,intake tube,addresses,1
leaking,tightened,,addresses,1
leaking,tightened,clamp,addresses,1
leaking,tightened,fitting,addresses,1
leaking,tightened,oil cooler,addresses,1
leaking,tightened,oil drain line,addresses,1
leaking,tightened,oil drain line hose clamps,addresses,1
leaking,tightened,return lines,addresses,1
leaking,tightened,rocker box covers,addresses,1
leaking,tightened,rocker cover screws,addresses,1
leaking,tightened,rocker covers,addresses,1
leaking,tightened,rocker drain clamps,addresses,1
leaking,tightened,rocker drain hose clamps,addresses,1
leaking,tightened,rocker drain line,addresses,1
leaking,tightened,rocker screws,addresses,1
leaking,tightened,rubber hose section,addresses,1
leaking,tightened,screw,addresses,1
leaking,tightened,sump,addresses,1
leaking,torqued,backbone bolts,addresses,1
leaking,torqued,bolt,addresses,1
leaking,torqued,propeller,investigates,1
leaking,torqued,ring gear,investigates,1
leaking,torqued,seal,addresses,1
leaking,torqued,spark plugs,addresses,1
leaking,torqued,stud nut,addresses,1
leaking,tried to stake,valve,addresses,1
leaking,tried to stake,valve,investigates,1
leaking,verified,exhaust valve,investigates,1
leaking,washed,engine,addresses,1
leaking through,finished removing,cylinder assembly,investigates,1
leaking through,finished removing,"exhaust valve , two",investigates,1
leaking through,found,"exhaust valve , two",investigates,1
leaking through,installed,cylinder assembly,addresses,1
leaking through,installed repaired,cylinder assembly,addresses,1
leaking through,leak check,"exhaust valve , two",investigates,1
leaking through,reck ' ed,"exhaust valve , two",investigates,1
leaking through,repaired,cylinder assembly,addresses,1
leaks,cleaned,out,addresses,1
leaks,cleaned,rocker cover gasket,addresses,1
leaks,cleaned,sealant,addresses,1
leaks,complied,,investigates,1
leaks,deterimed,intake flanges,investigates,1
leaks,installed,,addresses,1
leaks,installed,bolt,addresses,1
leaks,installed,gask,addresses,1
leaks,installed,high temperature sealant,addresses,1
leaks,installed,intake tube,addresses,1
leaks,installed,rocker cover gasket,addresses,1
leaks,installed,sealant,addresses,1
leaks,leak check,,investigates,1
leaks,leak check,backbone bolt,investigates,1
leaks,leak check,rocker cover seal,investigates,1
leaks,leak checked,,investigates,1
leaks,replaced,carrier,addresses,1
leaks,replaced,cover gasket,addresses,1
leaks,replaced,cylinder,addresses,1
leaks,replaced,intake tube gasket,addresses,1
leaks,replaced,primer line,addresses,1
leaks,replaced,primer line clamp,addresses,1
leaks,replaced,rocker cover,addresses,1
leaks,replaced,silicone gasket,addresses,1
leaks,secured,drain clamp,addresses,1
leaks,secured,drain clamp,investigates,1
leaks,swedged,intake tube,addresses,1
leaky,replaced,intake gasket,addresses,1
listed,installed,baffle tie,addresses,1
little rough,started,engine,investigates,1
locking,installed,bolt,addresses,1
loose,adjusted,access better,addresses,1
loose,adjusted,baffle,addresses,1
loose,adjusted,baffle support rod,addresses,1
loose,adjusted,clamps,addresses,1
loose,adjusted,intercylinder baffle tie rod,addresses,1
loose,adjusted,oil return line,addresses,1
loose,adjusted,screws,addresses,1
loose,applied,rtv,addresses,1
loose,applied,seal,addresses,1
loose,applied,sealant,addresses,1
loose,assembled,bolt,addresses,1
loose,cleaned,,addresses,1
loose,cleaned,bolt,addresses,1
loose,cleaned,threads,addresses,1
loose,drilled,baffle seal,addresses,1
loose,drilled,baffle suppo,addresses,1
loose,drilled,holes,addresses,1
loose,drilled,rivets,addresses,1
loose,inspected,cylinder,investigates,1
loose,inspected,nuts,investigates,1
loose,inspected,oil drain tube,investigates,1
loose,inspected,return,investigates,1
loose,inspection,bolt,investigates,1
loose,installed,baffle anchor,addresses,1
loose,installed,baffle mount,addresses,1
loose,installed,baffle patches,addresses,1
loose,installed,baffle plug,addresses,1
loose,installed,baffle plug patches,addresses,1
loose,installed,baffle seal,addresses,1
loose,installed,bolt,addresses,1
loose,installed,bracket hardware,addresses,1
loose,installed,bracket screws,addresses,1
loose,installed,gaskets,addresses,1
loose,installed,intake tube,addresses,1
loose,installed,intake tubes,addresses,1
loose,installed,lock tite,addresses,1
loose,installed,plugs,addresses,1
loose,installed,pop rivet,addresses,1
loose,installed,proper screw,addresses,1
loose,installed,seal,addresses,1
loose,installed,washer,addresses,1
loose,leak check,baffle,investigates,1
loose,leak check,baffle brackets,investigates,1
loose,leak check,baffle screws,investigates,1
loose,leak check,fitting,investigates,1
loose,leak check,oil filler tube,investigates,1
loose,leak check,screw,investigates,1
loose,loosened,oil cooler,addresses,1
loose,loosened,oil filler tube,addresses,1
loose,operations check,cable sheath,investigates,1
loose,prepped,sealant,addresses,1
loose,ran,aircraft,investigates,1
loose,reattached,attach bracket,addresses,1
loose,reattached,baffle mount,addresses,1
loose,reattached,baffle strips,addresses,1
loose,reattached,cowl seal,addresses,1
loose,reattached,engine,addresses,1
loose,reattached,fireseal,addresses,1
loose,reattached,mounting bracket,addresses,1
loose,reattached,weather stripping,addresses,1
loose,reglued,cowl seal,addresses,1
loose,reinstalled,,addresses,1
loose,reinstalled,bracket,addresses,1
loose,reinstalled,dips,addresses,1
loose,repaired,baffle seal,addresses,1
loose,replaced,,addresses,1
loose,replaced,adel clamp,addresses,1
loose,replaced,adel clamps,addresses,1
loose,replaced,baffle plug,addresses,1
loose,replaced,baffle seal fastener,addresses,1
loose,replaced,baffle seal material,addresses,1
loose,replaced,cht probe,addresses,1
loose,replaced,cotter pin,addresses,1
loose,replaced,dipstick,addresses,1
loose,replaced,intake,addresses,1
loose,replaced,intake gasket,addresses,1
loose,replaced,intake gaskets,addresses,1
loose,replaced,intake screen,addresses,1
loose,replaced,lacings,addresses,1
loose,replaced,linkage,addresses,1
loose,replaced,lock nut,addresses,1
loose,replaced,lock nuts,addresses,1
loose,replaced,machine screws,addresses,1
loose,replaced,nuts,addresses,1
loose,replaced,pop rivet,addresses,1
loose,replaced,push rod adel clamp,addresses,1
loose,replaced,push rod tu,addresses,1
loose,replaced,spring washers,addresses,1
loose,repositioned,clamps,addresses,1
loose,repositioned,oil return line,addresses,1
loose,resafetied,alternator,addresses,1
loose,resafetied,alternator attach bolt,addresses,1
loose,resafetied,bolt,addresses,1
loose,resafetied,filler tube,addresses,1
loose,resafetied,plugs,addresses,1
loose,resafetied,screws,addresses,1
loose,resafetied,tube,addresses,1
loose,resealed,baffle,addresses,1
loose,resealed,rtv,addresses,1
loose,resecured,baffle bolts,addresses,1
loose,resecured,baffle mount,addresses,1
loose,resecured,baffle screw,addresses,1
loose,resecured,baffle tie rod,addresses,1
loose,resecured,bracket,addresses,1
loose,resecured,cam lock,addresses,1
loose,resecured,carb heat box,addresses,1
loose,resecured,clamp,addresses,1
loose,resecured,clamps,addresses,1
loose,resecured,cowl seal,addresses,1
loose,resecured,cowl seals,addresses,1
loose,resecured,cowls,addresses,1
loose,resecured,inlet,addresses,1
loose,resecured,tie wire,addresses,1
loose,reswaged,intake tube inserts,addresses,1
loose,retightened,screw,addresses,1
loose,safetied,alternator,addresses,1
loose,safetied,bracket bolts,addresses,1
loose,safetied,oil filler tube,investigates,1
loose,sealed,bolt,addresses,1
loose,secure,baffle mount,addresses,1
loose,secure,screws,addresses,1
loose,secured,alternator,addresses,1
loose,secured,alternator attach bolt,addresses,1
loose,secured,baffle seal material,addresses,1
loose,secured,baffle section,addresses,1
loose,secured,bolt,addresses,1
loose,secured,cable sheath,addresses,1
loose,secured,clamp,addresses,1
loose,secured,clamps,addresses,1
loose,secured,dipstick tubes,addresses,1
loose,secured,drain clamp,addresses,1
loose,secured,engine,addresses,1
loose,secured,hardware,addresses,1
loose,secured,lacing cord,addresses,1
loose,secured,oil,addresses,1
loose,secured,oil return lines,addresses,1
loose,secured,output wire,addresses,1
loose,secured,pop rivet,addresses,1
loose,secured,rtv,addresses,1
loose,secured,safety wire,addresses,1
loose,secured,screws,addresses,1
loose,secured,seals,addresses,1
loose,secured,starter front cap,addresses,1
loose,tapped,hole,addresses,1
loose,tighten,screw,addresses,1
loose,tightened,,addresses,1
loose,tightened,alternator,addresses,1
loose,tightened,baffle bolts,addresses,1
loose,tightened,baffle connecting rod,addresses,1
loose,tightened,baffle mounting screw,addresses,1
loose,tightened,baffle seal,addresses,1
loose,tightened,baffle support,addresses,1
loose,tightened,baffle support rod,addresses,1
loose,tightened,bracket bolts,addresses,1
loose,tightened,cap,addresses,1
loose,tightened,cover screws,addresses,1
loose,tightened,engine,addresses,1
loose,tightened,filler tube,addresses,1
loose,tightened,fuel line support bracket,addresses,1
loose,tightened,ground cable,addresses,1
loose,tightened,hose clamp,addresses,1
loose,tightened,"lines "" b "" nut",addresses,1
loose,tightened,lock nuts,addresses,1
loose,tightened,oil return line clamp,addresses,1
loose,tightened,rivet,addresses,1
loose,tightened,rivets,addresses,1
loose,tightened,rocker box cover screws,addresses,1
loose,tightened,rocker covers,addresses,1
loose,tightened,rtv,addresses,1
loose,tightened,scr,addresses,1
loose,tightened,seal,addresses,1
loose,tightened,spark plug,addresses,1
loose,tightened,staples,addresses,1
loose,tightened,starter front cap,addresses,1
loose,tightened,tie rod nut,addresses,1
loose,tightened,tube,addresses,1
loose,torqued,bolt,addresses,1
loose cracked,assembled,bolt,addresses,1
loose cracked,cleaned,bolt,addresses,1
loose cracked,inspection,bolt,investigates,1
lost,changed,,addresses,1
lost,ran,aircraft,investigates,1
lost,replaced,cylinder assembly,addresses,1
loud knock,inspected,cabin,investigates,1
loud knock,inspected,engine,investigates,1
loud knock,inspected,m/r system,investigates,1
loud soun,ran,aircraft,investigates,1
loud tap,ran,aircraft,investigates,1
loud tap,ran up,aircraft,investigates,1
low,added,cylinder,addresses,1
low,added,mineral oi,addresses,1
low,adjusted,engine,addresses,1
low,attempted staking,valves,investigates,1
low,attempted to start,engine,investigates,1
low,began replacement,cylinder,addresses,1
low,borescoped,engine,investigates,1
low,chased threads,intake port,investigates,1
low,chased threads,threads,investigates,1
low,check,baffles,investigates,1
low,check,cylinder,investigates,1
low,checked,cylinder,investigates,1
low,checked,valve,investigates,1
low,checks,aircraft,investigates,1
low,compelted installation,baffling,addresses,1
low,compelted installation,exhaust valve,addresses,1
low,completed install,baffles,addresses,1
low,completed install,cylinder,addresses,1
low,completed install,lines,addresses,1
low,compression,cylinder,investigates,1
low,drained,cylinder,investigates,1
low,drained,oil,investigates,1
low,dry tappet cl,cylinder,investigates,1
low,dry tappet cl,engine,investigates,1
low,dry tappet clearance check,push rod,investigates,1
low,finished grounding,valve seats,addresses,1
low,finished installation,cylinder,addresses,1
low,finished removing,cylinder assembly,investigates,1
low,finished removing,"exhaust valve , two",investigates,1
low,fitted,exhaust,addresses,1
low,fitted,intake valve,addresses,1
low,fitted,rings,addresses,1
low,fitted,rings,investigates,1
low,fitted,valve,addresses,1
low,fitting,valves,addresses,1
low,found,"exhaust valve , two",investigates,1
low,ground,intake valve,investigates,1
low,ground,seat,addresses,1
low,ground,valves,addresses,1
low,inspected,engine,investigates,1
low,install,,investigates,1
low,installation,cylinder,addresses,1
low,installed,,addresses,1
low,installed,""" mineral oil only "" stickers",investigates,1
low,installed,cylinder nuts,addresses,1
low,installed,exhaust lifter,addresses,1
low,installed,gasket,addresses,1
low,installed,inner cooling baffle,investigates,1
low,installed,lines,addresses,1
low,installed,rocker cover,addresses,1
low,lapped,exhaust,addresses,1
low,lapped,intake valve,investigates,1
low,lapped,seat,addresses,1
low,lapped,valve,addresses,1
low,leak and run up check,cylinder,investigates,1
low,leak check,"exhaust valve , two",investigates,1
low,measured,cylinder,investigates,1
low,observed,valves,investigates,1
low,operations,engine,investigates,1
low,operations check,aircraft,investigates,1
low,ran up,engine,investigates,1
low,rechecked,aircraft,investigates,1
low,rechecked compressions,cylinder,investigates,1
low,reck ' ed,"exhaust valve , two",investigates,1
low,replaced,exhaust,addresses,1
low,replaced,exhaust va,addresses,1
low,replaced,piston,addresses,1
low,replaced,push rod,addresses,1
low,replacement,cylinder,addresses,1
low,run up leak check,,investigates,1
low,run up leak check,cylinder,investigates,1
low,serviced,cylinder,investigates,1
low,serviced,mineral oil,addresses,1
low,staked,cylinder,addresses,1
low,staked,exhaust,addresses,1
low,staked,exhaust va,addresses,1
low,staked,valve,investigates,1
low,staked,valves,investigates,1
low,started grinding,valve seats,addresses,1
low,torqued,base nuts,addresses,1
low,tried stacking,exhaust valve,addresses,1
low,tried staking,valves,addresses,1
low,verified,exhaust valve,investigates,1
low power,inspected,helo,investigates,1
low power,maintenance flight,,investigates,1
lower,compression test,cylinder,investigates,1
lower,compression test,engine,investigates,1
major shaking,ground run,cowling,investigates,1
major shaking,operations checked,cowling,investigates,1
making contact,clearanced,impeller,addresses,1
many missing,installed,baffle plugs,addresses,1
metal found,filter insp,engine,investigates,1
metal found,filter insp,oil filter,investigates,1
metal found,oil change,engine,investigates,1
metal found,oil change,oil filter,investigates,1
metal found in oil,applied,sealant,addresses,1
metal found in oil,check,,investigates,1
metal found in oil,cleaned,baffling,addresses,1
metal found in oil,cleaned,engine,addresses,1
metal found in oil,installation,engine,addresses,1
metal found in oil,installed,,addresses,1
metal found in oil,installed,airframe,addresses,1
metal found in oil,installed,baffle,addresses,1
metal found in oil,installed,coolers,addresses,1
metal found in oil,installed,engine,addresses,1
metal found in oil,installed,lines,addresses,1
metal found in oil,installed,oil coolers,addresses,1
metal found in oil,installed,original engine,addresses,1
metal found in oil,installed,sealant,addresses,1
metal found in oil,installed,starter,addresses,1
metal found in oil,removed,lines,addresses,1
metal found in oil,replaced,baffle felt,addresses,1
metal found in oil,sealed,baffles,addresses,1
metal found in oil,washed,baffles,addresses,1
metal found in oil,washed,fuselage,addresses,1
missing,applied,baffle seal,addresses,1
missing,applied,high temperature silicone,addresses,1
missing,checked,other screws,investigates,1
missing,checked,rocker box,investigates,1
missing,cleaned,cylinder spark plugs,addresses,1
missing,compression check,cylinder,investigates,1
missing,fabricated,like,addresses,1
missing,fabricated,like material,addresses,1
missing,fabricated,patch,addresses,1
missing,gapped,cylinder spark plugs,addresses,1
missing,inspected,exhaust valve,investigates,1
missing,inspected,head,investigates,1
missing,inspected,rocke,investigates,1
missing,installed,baffle fastener,addresses,1
missing,installed,baffle plug hole doubler,addresses,1
missing,installed,baffle rod,addresses,1
missing,installed,baffle seal,addresses,1
missing,installed,barrel nut,addresses,1
missing,installed,bracket screw,addresses,1
missing,installed,cylinder,addresses,1
missing,installed,data plate,addresses,1
missing,installed,dipstick tub,addresses,1
missing,installed,gasket,addresses,1
missing,installed,mount bolt,addresses,1
missing,installed,patch,addresses,1
missing,installed,point bolt,addresses,1
missing,installed,rivet,addresses,1
missing,installed,rocker cover screw,addresses,1
missing,installed,spark plug access plug,addresses,1
missing,installed,tie wrap,addresses,1
missing,installed fastener,,addresses,1
missing,operations,cylinder,investigates,1
missing,operations check,cylinder,investigates,1
missing,patched,baffle,addresses,1
missing,ran,cylinder,investigates,1
missing,reattached,bracket,addresses,1
missing,reglued,cowl seal,addresses,1
missing,reinstalled,hardware,addresses,1
missing,reinstalled,rocker cover,addresses,1
missing,repaired,bracket,addresses,1
missing,replaced,,addresses,1
missing,replaced,baffle screws,addresses,1
missing,replaced,baffle seal,addresses,1
missing,replaced,barrel nut,addresses,1
missing,replaced,carb heat valve,addresses,1
missing,replaced,engine,addresses,1
missing,replaced,intake,addresses,1
missing,replaced,nuts,addresses,1
missing,replaced,rocker cover,addresses,1
missing,replaced,rocker cover screw,addresses,1
missing,replaced,spring washers,addresses,1
missing,replaced,starter ring gear,addresses,1
missing,replaced,washers,addresses,1
missing,replacement,,addresses,1
missing,retrieved,rocke,investigates,1
missing,sealed,baffle seal,addresses,1
missing,sealed,rtv,addresses,1
missing,secured,,addresses,1
missing,secured,baffle screw,addresses,1
missing,stripped,oil cooler,addresses,1
missing,tested,cylinder spark plugs,investigates,1
missing,tightened,rocker box,addresses,1
missing,tightened,screws,addresses,1
missing,torqued,screw,addresses,1
momentary loss,inspected,fuel servo,investigates,1
momentary loss,ran,,investigates,1
momentary loss,test,,investigates,1
momentary loss,test ran,,investigates,1
momentary overspeed,analyzed,fdm card data,investigates,1
momentary power hesitation,run up,engine,investigates,1
momentary rpm drop aroun,operations check,aircraft,investigates,1
momentary rpm drop aroun,ran up,aircraft,investigates,1
moves erratically,ground ran,aircraft,investigates,1
moves erratically,operations check,aircraft,investigates,1
moves erratically,replaced,cht probe,addresses,1
nicked,inspected,compressor blade,investigates,1
nicked,inspected,maintenance history,investigates,1
nicked,replaced,gasket,addresses,1
nicked,replaced,rocker,addresses,1
nicked,replaced,shaft,addresses,1
nicked,researched,maintenance history,investigates,1
nicked,verified,maintenance history,investigates,1
no bolts,inspected,head,investigates,1
no bolts missing,inspected,head,investigates,1
no compresion,inspected,cylinder,investigates,1
no compression,completed install,cylinder,addresses,1
no compression,completed reinstallation,baffling,addresses,1
no compression,completed reinstallation,cylinder,addresses,1
no compression,dry tappet clearance check,,investigates,1
no compression,found,exhaust valve,investigates,1
no compression,found,number 29 push rods,investigates,1
no compression,found,piston,investigates,1
no compression,inspected,cylinder,investigates,1
no compression,inspected,exhaust valve,investigates,1
no compression,inspected,valves,investigates,1
no compression,installed,gasket,addresses,1
no compression,installed,longer push rod,addresses,1
no compression,leak check,aircraft,investigates,1
no compression,leak check,engine,investigates,1
no compression,leak check,exhaust alve,investigates,1
no compression,leak check,longer push rod,investigates,1
no compression,operations,aircraft,investigates,1
no compression,operations,engine,investigates,1
no compression,ran,engine,investigates,1
no compression,ran up,aircraft,investigates,1
no compression,reinstalled,accessories,addresses,1
no compression,reinstalled,baffling,addresses,1
no compression,reinstalled,cylinder,addresses,1
no compression,run up,cylinder,investigates,1
no compression,staked,valve,addresses,1
no compression,staked,valve,investigates,1
no compression,staked,valves,addresses,1
no compression,torqued,cylinder base nut,addresses,1
no compression,verified,29 push rod,investigates,1
no cylinder compression note,compression test,cylinder,investigates,1
no cylinder compression note,compression test,engine,investigates,1
no egt,checked,engine,investigates,1
no egt,cleaned,cylinder,addresses,1
no egt,cleaned,plugs,addresses,1
no egt,ran,cylinder,investigates,1
no egt ind,installed,cylinder assembly,addresses,1
no rise,adjusted,,addresses,1
no rise,adjusted,engine,addresses,1
no rise,checks,,investigates,1
no rise,mixture check,,investigates,1
no rise,operations check,engine,investigates,1
no rpm rise,adjusted,,addresses,1
no rpm rise,mixture check,,investigates,1
no rpm rise,operations check,,investigates,1
no smoothness,ground run,cowling,investigates,1
no smoothness,operations checked,cowling,investigates,1
no tem,checked,cylinder assembly,investigates,1
no tem,ground run,cylinder,investigates,1
no tem,ground run,engine,investigates,1
no tem,ground run,magneto,investigates,1
no tem,leak check,aircraft,investigates,1
no tem,leak check,cylinder,investigates,1
no tem,leak check,magneto,investigates,1
no tem,magneto check,plugs,investigates,1
no tem,operations,aircraft,investigates,1
no tem,operations,magneto,investigates,1
no tem,ran,aircraft,investigates,1
no tem,replaced,cylinder assembly,addresses,1
no threads showing,installed,bolt,addresses,1
no torque seal,checked torque,b-nut,addresses,1
no torque seal,torque sealed,b-nut,addresses,1
normally,run up,aircraft,investigates,1
normally,run up,engine,investigates,1
normally,started,engine,investigates,1
not activate,operations check,auto reignition,investigates,1
not align,trimmed,baffle,addresses,1
not align,trimmed,seal,addresses,1
not applicable,replacement,airbox gasket,addresses,1
not attached,found,seal,investigates,1
not attached,reattached,rubber baffle seal,addresses,1
not attached,replaced,baffle seal,addresses,1
not connected,reconnected,,addresses,1
not connected,replaced,baffle tension rod,addresses,1
not connected,replaced,tie wire assembly,addresses,1
not hitting,adjusted,mixture cable rigging,addresses,1
not hitting,checks,mixture control,investigates,1
not hitting,operations check,mixture control,investigates,1
not hooked up,installed,baffle rod,addresses,1
not hooked up,reinstalled,clamp,addresses,1
not hooked up,reinstalled,scat tubing,addresses,1
not hooked up,tightened,clamp,addresses,1
not producing fu,idle mixture check,aircraft,investigates,1
not producing fu,idle mixture check,engine,investigates,1
not producing fu,idle mixture check,magneto,investigates,1
not producing fu,ran,aircraft,investigates,1
not producing fu,ran,engine,investigates,1
not put,ran,engine,investigates,1
not rubbing,inspection,,investigates,1
not running,ran,engine,investigates,1
not sealing,replaced,baffle seal,addresses,1
not secured,resecured,baffle ties,addresses,1
not secured,secured,hose,addresses,1
not secured,unkinked,hose,addresses,1
not within tolerance,found,magneto,investigates,1
not within tolerance,ran,aircraft,investigates,1
oil found,leak check,,investigates,1
oil found,operations,,investigates,1
oil found,ran,aircraft,investigates,1
oil leak,adjust,engine,addresses,1
oil leak,applied,bolt,addresses,1
oil leak,applied,high temperature silicone,addresses,1
oil leak,applied,sealant,addresses,1
oil leak,inspected,intake,investigates,1
oil leak,inspected,nuts,investigates,1
oil leak,inspection,engine,investigates,1
oil leak,inspection,oil,investigates,1
oil leak,installed,,addresses,1
oil leak,leak check,cylinder,investigates,1
oil leak,leak check,engine,investigates,1
oil leak,leak checked,,investigates,1
oil leak,operational,engine,investigates,1
oil leak,ran,,investigates,1
oil leak,reinstalled,,addresses,1
oil leak,replaced,cover o-ring,addresses,1
oil leak,sealed,bolt,addresses,1
oil leak,tightened,nuts,addresses,1
ok,adjusted,return line,addresses,1
ok,adjusted,tie rod,addresses,1
out of limits,found,number 29 push rods,investigates,1
out of place,reinstalled,baffle tie,addresses,1
out of place,resecured,baffle seal,addresses,1
out of standards,magneto check,,investigates,1
out of standards,ran,aircraft,investigates,1
over reved,downloaded,data,investigates,1
over reved,downloaded,fdm card,investigates,1
over temperature,checked,engine,investigates,1
over temperature,ground run,engine,investigates,1
over temperature,systems check,engine,investigates,1
overspe,found,,investigates,1
overspe,reviewed,,investigates,1
oversped,analyzed,fdm card data,investigates,1
oversped,check,,investigates,1
oversped,downloaded,card data,investigates,1
oversped,downloaded,data,investigates,1
oversped,found,,investigates,1
oversped,inspected,engine,investigates,1
oversped,inspected,flight data,investigates,1
oversped,reviewed,,investigates,1
oversped,verified,engine,investigates,1
overspeed,analyzed,sd card,investigates,1
overspeed,began insp,,investigates,1
overspeed,checked,sump screen,investigates,1
overspeed,completed inspection,,investigates,1
overspeed,complied,,investigates,1
overspeed,complied,propeller,investigates,1
overspeed,compressions,,investigates,1
overspeed,compressions,engine,investigates,1
overspeed,determined,engine,investigates,1
overspeed,determined,fdm data,investigates,1
overspeed,down load,data,investigates,1
overspeed,downloaded,fdm card,investigates,1
overspeed,downloaded,flight data,investigates,1
overspeed,identified,,investigates,1
overspeed,inspected,card,investigates,1
overspeed,inspected,data,investigates,1
overspeed,inspected,engines,investigates,1
overspeed,inspected,fdm card,investigates,1
overspeed,inspection,,investigates,1
overspeed,inspection,engine,investigates,1
overspeed,leak check,engine,investigates,1
overspeed,reinstalled,overhauled propeller governor,addresses,1
overspeed,removed,sd card,investigates,1
overspeed,researched,data,investigates,1
overspeed,reviewed,,investigates,1
overspeed,reviewed,engine,investigates,1
overspeed,reviewed,flight data,investigates,1
overspeed,reviewed,flight data monitoring card,investigates,1
overspeed,reviewed flight data,,investigates,1
overspeed,verified,,investigates,1
overspeed,verified,engine,investigates,1
overspeed 2750,reviewed flight data,,investigates,1
overspeed 2750,verified,engine,investigates,1
overspeed generally,maintenance fligh,engine,investigates,1
overspeed generally,ran,aircraft,investigates,1
overspeed generally,ran,engine,investigates,1
overspeed generally,rpm checks,engine,investigates,1
ovespeed,down load,data,investigates,1
partial power loss,check,,investigates,1
partial power loss,checked,,investigates,1
partial power loss,ground run,,investigates,1
partial power loss,observed,cowl,investigates,1
partial power loss,observed,spark plug leads,investigates,1
partial power loss,replaced,cylinder,addresses,1
partial power loss,serviced,mineral oil,investigates,1
power reduc,completed reassembly,,addresses,1
power reduc,operations check,aircraft,investigates,1
power reduc,ran up,aircraft,investigates,1
pulled,installed,rivet,addresses,1
pulled through,drilled,rivet,addresses,1
pulled through,drilled,rivets,addresses,1
pulled through,drilled,screw,addresses,1
pulled through,drilled,screws,addresses,1
pulled through,installed,screw,addresses,1
pulled through,installed,seal,addresses,1
pulled through,replaced,bigger rivet,addresses,1
pulled through,replaced,lock nuts,addresses,1
pulled through,replaced,rivet,addresses,1
pulled through,replaced,screws,addresses,1
pulled through,resecured,baffle seal,addresses,1
pulled through,secured,baffle,addresses,1
pulled through,secured,like hardware,addresses,1
pulling through,replaced,rivet,addresses,1
quit,checks,engine,investigates,1
quit,ground run,engine,investigates,1
quit,idle mixture check,engine,investigates,1
quit,ran,aircraft,investigates,1
quit,ran,engine,investigates,1
quit,ran up,engine,investigates,1
quit,replaced,intake,addresses,1
quit,started,engine,investigates,1
quit,tested idle,engine,investigates,1
ran consistantly rough,confirmed,aircraft,investigates,1
ran consistantly rough,installed,cowling,addresses,1
ran consistantly rough,leak check,fuel pump,investigates,1
ran consistantly rough,leak check,magneto,investigates,1
ran consistantly rough,ran,aircraft,investigates,1
ran consistantly rough,replaced,driven fuel pump,addresses,1
ran consistantly rough,replaced,engine,addresses,1
ran consistantly rough,replaced,fuel pump,addresses,1
ran rough,adjusted,engine,addresses,1
ran rough,clean,plugs,addresses,1
ran rough,compression check,cylinders,investigates,1
ran rough,compression test,cylinder,investigates,1
ran rough,dry tappet cl,cylinder,investigates,1
ran rough,dry tappet cl,engine,investigates,1
ran rough,ground,intake valve,addresses,1
