issue,action,item,kind,record_count
low,completed install,baffles,addresses,1
low,completed install,cylinder,addresses,1
low,completed install,lines,addresses,1
low,completed installation,baffling,addresses,1
low,completed installation,exhaust valve,addresses,1
low,complied,,investigates,1
low,compression,cylinder,investigates,1
low,compression check,engine,investigates,1
low,drained,oil,investigates,1
low,dry tappet cl,cylinder,investigates,1
low,dry tappet clearance check,push rod,investigates,1
low,finished grounding,valve seats,addresses,1
low,finished installation,cylinder,addresses,1
low,finished removing,cylinder assembly,investigates,1
low,fitted,exhaust,addresses,1
low,fitted,intake valve,addresses,1
low,fitted,rings,addresses,1
low,fitted,valve,addresses,1
low,fitting,valves,addresses,1
low,found,exhaust valve 2,investigates,1
low,ground,intake valve,addresses,1
low,ground,intake valve,investigates,1
low,ground,seat,addresses,1
low,ground,valves,addresses,1
low,ground seat,exhaust valve,addresses,1
low,honed,cylinder,investigates,1
low,inspected,cylinder,investigates,1
low,inspected,engine,investigates,1
low,install,,investigates,1
low,installation,cylinder,addresses,1
low,installed,,addresses,1
low,installed,cylinder,addresses,1
low,installed,cylinder assembly,investigates,1
low,installed,inches mineral oil only inches stickers,investigates,1
low,lapped,exhaust,addresses,1
low,lapped,intake valve,addresses,1
low,lapped,intake valve,investigates,1
low,lapped,seat,addresses,1
low,lapped,valve,addresses,1
low,leak and run up check,cylinder,investigates,1
low,measured,,investigates,1
low,measured bore - check,,investigates,1
low,operations,engine,investigates,1
low,ran,engine,investigates,1
low,ran up,engine,investigates,1
low,rechecked compressions,cylinder,investigates,1
low,reck ' ed,exhaust valve 2,investigates,1
low,reinstall,cover,addresses,1
low,reinstall,gasket,addresses,1
low,reinstalled,baffling,investigates,1
low,reinstalled,exhaust,investigates,1
low,reinstalled,int,investigates,1
low,reinstalled,intake elbow,investigates,1
low,replaced,exhaust,addresses,1
low,replaced,exhaust va,addresses,1
low,replaced,piston,addresses,1
low,replaced,push rod,addresses,1
low,replacement,cylinder,addresses,1
low,seasonal adjustment,,investigates,1
low,serviced,cylinder,investigates,1
low,serviced,mineral oil,investigates,1
low,staked,exhaust,addresses,1
low,staked,exhaust va,addresses,1
low,staked,valve,investigates,1
low,staked,valves,investigates,1
low,started grinding,valve seats,addresses,1
low,torqued,base nuts,addresses,1
low,tried stacking,exhaust valve,addresses,1
low,verified,exhaust valve,investigates,1
low power,inspected,helicopter,investigates,1
low power,maintenance flight,,investigates,1
lower,compression test,cylinder,investigates,1
major shaking,ground run,cowling,investigates,1
major shaking,operations checked,cowling,investigates,1
metal found,filter insp,engine,investigates,1
metal found,filter insp,oil filter,investigates,1
metal found in oil,applied,baffle,addresses,1
metal found in oil,applied,sealant,addresses,1
metal found in oil,check,engine,investigates,1
metal found in oil,installed,starter,addresses,1
metal found in oil,torqued,hanger nuts,addresses,1
missing,applied,baffle seal,addresses,1
missing,applied,high temperature silicone,addresses,1
missing,checked,rocker box,investigates,1
missing,checked,screw,investigates,1
missing,checked,screws,investigates,1
missing,cleaned,cylinder spark plugs,addresses,1
missing,compression check,cylinder,investigates,1
missing,gapped,cylinder spark plugs,addresses,1
missing,inspected,bolt,investigates,1
missing,inspected,exhaust valve,investigates,1
missing,installed,baffle fastener,addresses,1
missing,installed,baffle plug hole doubler,addresses,1
missing,installed,baffle rod,addresses,1
missing,installed,baffle seal,addresses,1
missing,installed,barrel nut,addresses,1
missing,installed,bracket,addresses,1
missing,installed,bracket screw,addresses,1
missing,installed,fastener,addresses,1
missing,installed,gasket,addresses,1
missing,installed,mount bolt,addresses,1
missing,installed,patch,addresses,1
missing,installed,rivet,addresses,1
missing,installed,rocker cover screw,addresses,1
missing,installed,sling point bolt,addresses,1
missing,installed,spark plug access plug,addresses,1
missing,installed,star washer,addresses,1
missing,installed,tie wrap,addresses,1
missing,located,screw,addresses,1
missing,operations,,investigates,1
missing,operations check,cylinder,investigates,1
missing,patched,baffle,addresses,1
missing,ran,,investigates,1
missing,reattached,bracket,addresses,1
missing,reglued,cowl seal,addresses,1
missing,reinstalled,baffle,addresses,1
missing,reinstalled,baffle s,addresses,1
missing,replaced,baffle screws,addresses,1
missing,replaced,baffle seal,addresses,1
missing,replaced,barrel nut,addresses,1
missing,replaced,carb heat valve,addresses,1
missing,replaced,engine,addresses,1
missing,replaced,nuts,addresses,1
missing,replaced,rocker cover screw,addresses,1
missing,replaced,spring washers,addresses,1
missing,replaced,starter ring gear,addresses,1
missing,replaced,washers,addresses,1
missing,replacement,baffle plug,addresses,1
missing,resafety,,addresses,1
missing,resafety,dipstick tub,addresses,1
missing,resafety,screw,addresses,1
missing,resafety wired,,addresses,1
missing,sealed,,addresses,1
missing,secured,,addresses,1
missing,tested,cylinder spark plugs,investigates,1
missing,tightened,rocker box,addresses,1
missing,tightened,screw,addresses,1
missing,tightened,screws,addresses,1
momentary loss of power,inspected,fuel servo,investigates,1
momentary loss of power,maintenance history,,investigates,1
momentary loss of power,test ran,,investigates,1
momentary overspeed,analyzed,fdm card data,investigates,1
momentary power hesitation,run up,engine,investigates,1
momentary rpm drop aroun,operations check,,investigates,1
momentary rpm drop aroun,ran up,aircraft,investigates,1
moves erratically,ground ran,aircraft,investigates,1
moves erratically,operations check,aircraft,investigates,1
moves erratically,replaced,cht probe,addresses,1
nicked,inspected,,investigates,1
nicked,inspected,compressor blade,investigates,1
nicked,replaced,gasket,addresses,1
nicked,replaced,rocker arm,addresses,1
nicked,replaced,shaft,addresses,1
nicked,researched,,investigates,1
nicked,verified,,investigates,1
no compression,completed reinstallation,baffling,addresses,1
no compression,completed reinstallation,cylinder,addresses,1
no compression,dry tappet clearance check,cylinder,investigates,1
no compression,found,exhaust valve,investigates,1
no compression,found,piston,investigates,1
no compression,inspected,cylinder,investigates,1
no compression,inspected,exhaust valve,investigates,1
no compression,inspected,valves,investigates,1
no compression,installed,longer push rod,addresses,1
no compression,leak check,aircraft,investigates,1
no compression,leak check,exhaust valve,investigates,1
no compression,operations,engine,investigates,1
no compression,ran,aircraft,investigates,1
no compression,ran,engine,investigates,1
no compression,ran up,aircraft,investigates,1
no compression,reinstalled,baffling,addresses,1
no compression,reinstalled,cylinder accessories,addresses,1
no compression,run up,cylinder,investigates,1
no compression,staked,valve,addresses,1
no compression,staked,valves,addresses,1
no compression,torqued,cylinder base nut,addresses,1
no compression,verified,29 push rod,investigates,1
no cylinder compression note,compression test,cylinder,investigates,1
no egt,checked,engine,investigates,1
no egt,cleaned,cylinder,addresses,1
no egt,cleaned,engine,addresses,1
no egt,cleaned,plugs,addresses,1
no egt,ran,engine,investigates,1
no egt indictaed,installed,cylinder assembly,addresses,1
no rise,adjusted,,addresses,1
no rise,adjusted,engine,addresses,1
no rise,checks,,investigates,1
no rise,mixture check,,investigates,1
no rise,operations check,engine,investigates,1
no rpm rise,adjusted,,addresses,1
no rpm rise,mixture check,,investigates,1
no rpm rise,operations check,,investigates,1
no smoothness,ground run,cowling,investigates,1
no smoothness,operations checked,cowling,investigates,1
no tem,checked,cylinder assembly,investigates,1
no tem,checked,magneto,investigates,1
no tem,ground run,engine,investigates,1
no tem,leak check,aircraft,investigates,1
no tem,leak check,magneto,investigates,1
no tem,operations,aircraft,investigates,1
no tem,ran,aircraft,investigates,1
no tem,replaced,cylinder assembly,addresses,1
no threads showing,installed,bolt,addresses,1
no torque seal,torque sealed,nut,addresses,1
not activate,operations check,auto re - ignition,investigates,1
not attached,reattached,rubber baffle seal,addresses,1
not attached,replaced,baffle seal,addresses,1
not connected,reconnected,oil psi sender ground strap,addresses,1
not connected,replaced,,addresses,1
not connected,replaced,tie wire assembly,addresses,1
not hitting,adjusted,mixture cable rigging,addresses,1
not hitting,adjusted,mixture control,addresses,1
not hitting,checks,mixture control,investigates,1
not hitting,operations check,mixture control,investigates,1
not hooked up,installed,baffle rod,addresses,1
not hooked up,reinstalled,clamp,addresses,1
not hooked up,reinstalled,scat tubing,addresses,1
not hooked up,tightened,clamp,addresses,1
not producing fu,idle mixture check,engine,investigates,1
not producing fu,ran,aircraft,investigates,1
not removed,installed,ground wire,addresses,1
not removed,secured,bolt,addresses,1
not rubbing,insp,,investigates,1
not running,ran,engine,investigates,1
not sealing,replaced,baffle seal,addresses,1
not secured,resecured,baffle ties,addresses,1
not secured,secured,hose,addresses,1
not secured,unkinked,hose,addresses,1
not within tolerance,found,magneto,investigates,1
not within tolerance,ran,aircraft,investigates,1
not within tolerance,ran fouled proc,,investigates,1
oil found,leak check,engine,investigates,1
oil found,operations,engine,investigates,1
oil found,operations,intake tubes,investigates,1
oil found,ran,aircraft,investigates,1
oil leak,applied,bolt,addresses,1
oil leak,applied,high temperature silicone,addresses,1
oil leak,checked,crankcase b,investigates,1
oil leak,checked,main bearing nuts,investigates,1
oil leak,insp,,investigates,1
oil leak,inspected,engine,investigates,1
oil leak,inspected,intake,investigates,1
oil leak,inspected,nuts,investigates,1
oil leak,installed,factory,addresses,1
oil leak,installed,rocker box cover gasket,addresses,1
oil leak,leak check,cylinder,investigates,1
oil leak,leak check,engine,investigates,1
oil leak,leak checked,engine,investigates,1
oil leak,ran,engine,investigates,1
oil leak,reinstalled,bolt,addresses,1
oil leak,replaced,cover o - ring,addresses,1
oil leak,sealed,bolt,addresses,1
oil leak,tightened,,addresses,1
oil leakage,ground run,cowling,investigates,1
oil leakage,verified,,investigates,1
on fire,further insp,carb air valve,investigates,1
out,installed,plug,addresses,1
out of limits,found,number 29 push rods,investigates,1
out of place,reinstalled,baffle tie,addresses,1
out of place,resecured,baffle seal,addresses,1
out of standards,magneto check,,investigates,1
out of standards,ran,aircraft,investigates,1
outside of standards,ran up,aircraft,investigates,1
over reved,downloaded,data,investigates,1
over reved,downloaded,fdm card,investigates,1
over temperature,ground run,engine,investigates,1
over temperature,systems check,engine,investigates,1
overspe,found,,investigates,1
overspe,reviewed,,investigates,1
oversped,analyzed,fdm card data,investigates,1
oversped,complied,,investigates,1
oversped,downloaded,card data,investigates,1
oversped,downloaded,data,investigates,1
oversped,evaluated,data,investigates,1
oversped,evaluated,fdm card,investigates,1
oversped,found,,investigates,1
oversped,inspected,flight data,investigates,1
oversped,reviewed,,investigates,1
oversped,verified,engine,investigates,1
overspeed,analyzed,fdm card data,investigates,1
overspeed,analyzed,sd card,investigates,1
overspeed,began insp,propeller,investigates,1
overspeed,began insp,propeller cont,investigates,1
overspeed,checked,sump screen,investigates,1
overspeed,completed insp,propeller,investigates,1
overspeed,compressions,engine,investigates,1
overspeed,determined,engine,investigates,1
overspeed,determined,fdm data,investigates,1
overspeed,download,data,investigates,1
overspeed,downloaded,fdm card,investigates,1
overspeed,downloaded,flight data,investigates,1
overspeed,evaluated,data,investigates,1
overspeed,evaluated,fdm card,investigates,1
overspeed,identified,,investigates,1
overspeed,insp,,investigates,1
overspeed,insp,engine,investigates,1
overspeed,inspected,card,investigates,1
overspeed,inspected,data,investigates,1
overspeed,inspected,engines,investigates,1
overspeed,inspected,fdm card,investigates,1
overspeed,inspected,washers,investigates,1
overspeed,leak check,,investigates,1
overspeed,read,,investigates,1
overspeed,reinstalled,overhauled propeller governor,addresses,1
overspeed,removed,sd card,investigates,1
overspeed,researched,data,investigates,1
overspeed,reviewed,,investigates,1
overspeed,reviewed,engine,investigates,1
overspeed,reviewed,flight data,investigates,1
overspeed,reviewed flight data,,investigates,1
overspeed,verified,,investigates,1
overspeed,verified,engine,investigates,1
overspeed 2750,reviewed flight data,,investigates,1
overspeed 2750,verified,,investigates,1
overspeed generally,maintenance fligh,engine,investigates,1
overspeed generally,ran,aircraft,investigates,1
overspeed generally,ran,engine,investigates,1
overspeed generally,rpm checks,engine,investigates,1
partial power loss,checked,,investigates,1
partial power loss,complied,,investigates,1
partial power loss,ground run,,investigates,1
partial power loss,replaced,cylinder,addresses,1
partial power loss,serviced,mineral oil,investigates,1
power reduc,completed,exhaust guides,investigates,1
power reduc,operations check,aircraft,investigates,1
power reduc,ran up,aircraft,investigates,1
pulled free,installed,rivet,addresses,1
pulled free,installed,washer,addresses,1
pulled through,drilled,baffling,addresses,1
pulled through,installed,nut,addresses,1
pulled through,installed,screw,addresses,1
pulled through,installed,seal,addresses,1
pulled through,installed,spring,addresses,1
pulled through,reinstalled,spring,addresses,1
pulled through,replaced,lock nuts,addresses,1
pulled through,replaced,pop rivet,addresses,1
pulled through,replaced,screws,addresses,1
pulled through,replaced,staple,addresses,1
pulled through,resecured,baffle seal,addresses,1
pulled through,secured,baffle,addresses,1
pulling through,replaced,rivet,addresses,1
quit,adjusted,,addresses,1
quit,adjusted,engine,addresses,1
quit,checks,engine,investigates,1
quit,ground run,engine,investigates,1
quit,idle mixture chapter,engine,investigates,1
quit,ran,aircraft,investigates,1
quit,ran up,engine,investigates,1
quit,tested idle,engine,investigates,1
ran consistently rough,confirmed,aircraft,investigates,1
ran consistently rough,leak check,fuel pump,investigates,1
ran consistently rough,leak check,magneto,investigates,1
ran consistently rough,ran,aircraft,investigates,1
ran consistently rough,replaced,engine,addresses,1
ran consistently rough,replaced,fuel pump,addresses,1
ran rough,adjusted,engine,addresses,1
ran rough,clean,plugs,addresses,1
ran rough,compression check,cylinders,investigates,1
ran rough,compression test,cylinder,investigates,1
ran rough,dry tappet cl,cylinder,investigates,1
ran rough,ground,intake valve,addresses,1
ran rough,ground,seat,addresses,1
ran rough,ground run,,investigates,1
ran rough,ground run,aircraft,investigates,1
ran rough,idle and idle mixture rise check,aircraft,investigates,1
ran rough,installation,cylinder,addresses,1
ran rough,installed,magnetos,addresses,1
ran rough,lapped,intake valve,addresses,1
ran rough,lapped,seat,addresses,1
ran rough,leak check,engine,investigates,1
ran rough,magneto checks,engine,investigates,1
ran rough,mags check,engine,investigates,1
ran rough,operations,aircraft,investigates,1
ran rough,operations check,aircraft,investigates,1
ran rough,replaced,cylinder assembly,addresses,1
ran rough,replaced,piston,addresses,1
ran rough,started,engine,investigates,1
ran rough,verified,,investigates,1
ran very rough,compression check,,investigates,1
ran very rough,compression check,cylinder,investigates,1
ran very rough,confirmed,aircraft,investigates,1
ran very rough,ground run,,investigates,1
ran very rough,inspected,engines,investigates,1
ran very rough,magneto check,aircraft,investigates,1
ran very rough,ran,engine,investigates,1
ran very rough,ran,engines,investigates,1
ran very rough,reamed,,investigates,1
ran very rough,reamed,exhaust,investigates,1
ran very rough,reamed,exhaust g,addresses,1
ran very rough,replaced,cylinder assembly,addresses,1
ran very rough,run up 2 nd time,engine,investigates,1
ran very rough,run up hot,engine,investigates,1
ran very rough,started,aircraft,investigates,1
ran very rough,started,engine,investigates,1
ran very rough,verified,,investigates,1
red x,operations check,,investigates,1
red x,operations check,egt,investigates,1
red x,replaced,egt,addresses,1
reduction in power,checks,aircraft,investigates,1
reduction in power,downloaded,card data,investigates,1
reduction in power,ran,aircraft,investigates,1
ripped,installed,rivet,addresses,1
rough,compression test,cylinder,investigates,1
rough,confirmed,,investigates,1
rough,confirmed,aircraft,investigates,1
rough,dressed,propeller,investigates,1
rough,found,magneto,investigates,1
rough,ground run,engine,investigates,1
rough,insp,cylinder,investigates,1
rough,insp,exhaust valve,investigates,1
rough,inspected,cylinder,investigates,1
rough,inspected,engine,investigates,1
rough,installed,factory,addresses,1
rough,installed,oil cooler,addresses,1
rough,leak check,,investigates,1
rough,leak check,engine,investigates,1
rough,leak checked,aircraft,investigates,1
rough,mags check,,investigates,1
rough,operations,,investigates,1
rough,operations checked,engine,investigates,1
rough,ran fouled proc,,investigates,1
rough,ran up to check,,investigates,1
rough chopping noise,confirmed,aircraft,investigates,1
rough chopping noise,installed,cylinder,investigates,1
rough chopping noise,installed,hold downs,investigates,1
rough chopping noise,measured,ring gaps,investigates,1
rough chopping noise,ran,aircraft,investigates,1
rough chopping noise,torqued,cylinder,investigates,1
rough chopping noise,torqued,hold downs,investigates,1
rough operation,ground run,engine,investigates,1
rough operation,operations checked,engine,investigates,1
rough running,complied,,investigates,1
rough running,compression check,cylinder,investigates,1
rough running,finished reaming,exhaust valve guides,addresses,1
rough running,ground run,engine,investigates,1
rough running,installed,,addresses,1
rough running,leak check,,investigates,1
rough running,mags check,,investigates,1
rough running,ran up to check,,investigates,1
rough running,replaced,cylinder assembly,addresses,1
rough running,run up,,investigates,1
rough running,serviced,mineral oil,investigates,1
rough vibra,checks,aircraft,investigates,1
rough vibra,downloaded,card data,investigates,1
rough vibra,ran,aircraft,investigates,1
roughne,operations check,engine,investigates,1
roughne,ran up,aircraft,investigates,1
roughness,assembled,baffle,investigates,1
roughness,assembled,rocker covers,investigates,1
roughness,checked,aircraft,investigates,1
roughness,checks,engine,investigates,1
roughness,completed reassembly,engine,addresses,1
roughness,compression check,cylinder,investigates,1
roughness,compression check,cylinders,investigates,1
roughness,idle mixture check,engine,investigates,1
roughness,inspected,cylinder,investigates,1
roughness,inspected,engine,investigates,1
roughness,inspected,intake,investigates,1
roughness,lowered,exhaust,investigates,1
roughness,operations and leak checked,engine,investigates,1
roughness,prepped,cylinder,addresses,1
roughness,prepped,piston,addresses,1
roughness,ran up,aircraft,investigates,1
roughness,ran up,engine,investigates,1
roughness,reamed,cyls,investigates,1
roughness,reamed,exhaust valve,investigates,1
roughness,reamed,exhaust valve guides,addresses,1
roughness,reamed,exhaust valve guides,investigates,1
roughness,serviced,engine,addresses,1
roughness,started,engine,investigates,1
roughness,started removing,baffles,investigates,1
roughness,started removing,rocker cove,investigates,1
roughness,started removing,spark plugs,investigates,1
roughness,systems operations checked,engine,investigates,1
rpm drop,mixture check,,investigates,1
rpm drop,ran up,engine,investigates,1
rpm dropped,adjusted,aircraft,addresses,1
rpm dropped,checks,engine,investigates,1
rpm dropped,maintenance flight,engine,investigates,1
rpm dropped,operations check,aircraft,investigates,1
rpm dropped,override speed check,aircraft,investigates,1
rpm dropped,performed,exhaust valve,investigates,1
rpm dropped,ran,aircraft,investigates,1
rpm dropped,ran up,aircraft,investigates,1
rpm dropped,ran up,engine,investigates,1
rpm dropped normally,operations check,aircraft,investigates,1
rpm dropped normally,ran,aircraft,investigates,1
rubbing,adjusted,baffle,addresses,1
rubbing,adjusted,baffle support rod,addresses,1
rubbing,adjusted,oil,addresses,1
rubbing,applied,baffle,addresses,1
rubbing,applied,high temperature sealant,addresses,1
rubbing,inspected,oil drain tube,investigates,1
rubbing,inspected,oil return line,investigates,1
rubbing,inspected,tie rod,investigates,1
rubbing,installed,oil line,addresses,1
rubbing,installed,spiral wrap,addresses,1
rubbing,installed,tie wire,addresses,1
rubbing,moved,baffle tie rod,addresses,1
rubbing,replaced,adel clamp,addresses,1
rubbing,repositioned,baffle,addresses,1
rubbing,repositioned,clamp,addresses,1
rubbing,resecured,baffle,addresses,1
rubbing,resecured,muffler,addresses,1
rubbing,resecured,rtv,addresses,1
rubbing,secure,baffle,addresses,1
rubbing,tightened,lock nuts,addresses,1
rubbing diagonal,insp,,investigates,1
rubbing together,applied,2 zip ties,addresses,1
rubbing together,moved,adel clamp,addresses,1
run rough,checked,cylinder,investigates,1
run rough,compression check,cylinder,investigates,1
run rough,inspected,cylinder,investigates,1
run rough momentarily,insp,engine,investigates,1
run rough momentarily,replaced,cht probe,addresses,1
running extremely roug,cleared,spark plugs,addresses,1
running extremely roug,ran up,aircraft,investigates,1
running extremely rough,ran,engine,investigates,1
running extremely rough,ran,ver,investigates,1
running rough,bore scoped,cylinder,investigates,1
running rough,borescoped,cylinder,investigates,1
running rough,checked,engine,investigates,1
running rough,confirmed,aircraft,investigates,1
running rough,confirmed,engine,investigates,1
running rough,ground ran,aircraft,investigates,1
running rough,ground run,engine,investigates,1
running rough,inspected,engine,investigates,1
running rough,installed,spark plugs,addresses,1
running rough,leak check,engine,investigates,1
running rough,magneto timing checked,engine,investigates,1
running rough,operations,engine,investigates,1
running rough,operations and leak checked,engine,investigates,1
running rough,operations check,engine,investigates,1
running rough,phase 4 insp,engine,investigates,1
running rough,ran up,aircraft,investigates,1
running rough,replaced,cylinder,addresses,1
running rough,replaced,cylinder assembly,addresses,1
running rough,torqued,hold down nuts,addresses,1
running rough,torqued,spark plugs,addresses,1
running very rough,complied,fuel injector line,investigates,1
running very rough,compression check,cylinders,investigates,1
running very rough,confirmed,engine,investigates,1
running very rough,failure insp,fuel injector line,investigates,1
running very rough,leak and operations,aircraft,investigates,1
running very rough,leak and operations check,engine,investigates,1
running very rough,ran up,aircraft,investigates,1
running very rough,reamed,cylinder,addresses,1
running very rough,reamed,exhaust guides,addresses,1
running very rough,reviewed,fdm data,investigates,1
running very rough,verified,engine,investigates,1
runs,adjusted,adjustment screw,addresses,1
runs,adjusted,governor 4 turns coun,addresses,1
runs cold,installed,push rods,addresses,1
runs cold,installed,rockers,addresses,1
runs cold,started installation,cylinder,addresses,1
runs cold,tappet clearance checked,cylinder,investigates,1
runs cold,tappet clearance checked,engine,investigates,1
runs cold,tappet clearance checked,push rods,investigates,1
runs rough,checked,cylinder,investigates,1
runs rough,cleaned,cylinder spark plugs,addresses,1
runs rough,compression check,cylinder,investigates,1
runs rough,compression check,exhaust valve,investigates,1
runs rough,gapped,cylinder spark plugs,addresses,1
runs rough,inspected,exhaust valve,investigates,1
runs rough,leak check,,investigates,1
runs rough,operations check,cylinder,investigates,1
runs rough,ran,,investigates,1
runs rough,ran,aircraft,investigates,1
runs rough,reamed,exhaust va,addresses,1
runs rough,reamed,exhaust valves,addresses,1
runs rough,replaced,cylinder,addresses,1
runs rough,started,aircraft,investigates,1
runs rough,tested,cylinder spark plugs,investigates,1
runs very rough,started,aircraft,investigates,1
runs very rough,verified,engine,investigates,1
scored,replaced,push rods,addresses,1
scored,replaced,rocker arm,addresses,1
scored,replaced,rockers,addresses,1
scored,tappet clearance check,,investigates,1
seepage,leak check,,investigates,1
seepage,replaced,exhaust push rod tube seals,addresses,1
seeping,ground run,,investigates,1
seeping,inspected,rocker gasket,investigates,1
seeping,installed,rocker box cover gaskets,addresses,1
seeping,installed,rocker cover gasket,addresses,1
seeping,installed,seal,addresses,1
seeping,leak checked,,investigates,1
seeping,leak checked,propeller shaft seal,investigates,1
seeping,ran,,investigates,1
seeping,replaced,crankshaft,addresses,1
seeping,replaced,gaskets,addresses,1
seeping,replaced,oil seal,addresses,1
seeping,resealed,bolts,addresses,1
seeping,sealed,bolt hole,addresses,1
shakes violently,installed,push rods,addresses,1
shakes violently,installed,rockers,addresses,1
shakes violently,started installation,cylinder,addresses,1
shakes violently,tappet clearance checked,cylinder,investigates,1
shakes violently,tappet clearance checked,engine,investigates,1
shakes violently,tappet clearance checked,push rods,investigates,1
shaking,completed reassembly,engine,addresses,1
shaking,complied,fuel injector line,investigates,1
shaking,compression check,cylinders,investigates,1
shaking,failure insp,fuel injector line,investigates,1
shaking,leak and operations,aircraft,investigates,1
shaking,run up,engine,investigates,1
shaking,serviced,engine,addresses,1
shaking,verified,engine,investigates,1
sheared,completed reassembly,baffle rivet head,addresses,1
sheared,deriveted,shear rivets,addresses,1
sheared,installed,bracket,addresses,1
sheared,installed,nuts,addresses,1
sheared,installed,rivet,addresses,1
sheared,reattached,,addresses,1
sheared,reattached,baffle support,addresses,1
sheared,reattached,bracket,addresses,1
sheared,reinstalled,baff,addresses,1
sheared,reinstalled,bafflin,addresses,1
sheared,reinstalled,oil filler tube,addresses,1
sheared,repair,rivet,addresses,1
sheared,replaced,2 mount rivets,addresses,1
sheared,replaced,fasteners,addresses,1
sheared,replaced,nut,addresses,1
sheared,replaced,riv,addresses,1
sheared,replaced,screw,addresses,1
sheared,replaced,upper baffle material rivet,addresses,1
sheared,replaced,washers,addresses,1
sheared,replaced,washers / nuts,addresses,1
sheared,resecured,baffle bracket,addresses,1
sheared,tightened,,addresses,1
sheared off,installed,rivets,addresses,1
sheared off,replaced,,addresses,1
shock violently,leak check,engine,investigates,1
shock violently,operations,engine,investigates,1
shutdown,ground run,,investigates,1
shutdown,ground run,engine,investigates,1
shutdown,inspected,engine,investigates,1
shutdown,magneto checks,engine,investigates,1
shutdown,mixture check,aircraft,investigates,1
shutdown,mixture check,engine,investigates,1
shutdown,mixture idle check,engine,investigates,1
shutdown,operations check,engine,investigates,1
shutdown,operations checked,engine,investigates,1
shutdown,ran up,aircraft,investigates,1
shutdown,ran up,engine,investigates,1
shutdown,started,aircraft,investigates,1
shutdown,verified,engine,investigates,1
shutdown when,reamed,exhaust va,addresses,1
shuttered,checks,engine,investigates,1
shuttered,ran,aircraft,investigates,1
significant vibratio,ran,egt,investigates,1
significant vibratio,ran,engine,investigates,1
sitting,ran,aircraft,investigates,1
slight drop in rpm,performed,cylinder,investigates,1
slight power loss,differential compression test,,investigates,1
slightly loose,tightened,lines inches b inches nut,addresses,1
sloppy,replaced,throttle linkage arm,addresses,1
smiled,inspected,piston,investigates,1
smoked out,installed,magnetos,addresses,1
smoked out,leak check,aircraft,investigates,1
smoked out,leak check,engine,investigates,1
smoked out,magneto checks,engine,investigates,1
smoked out,ran,aircraft,investigates,1
smoking,checked,purge system,investigates,1
smoking,inspected,purge system,investigates,1
smoothed out,started,aircraft,investigates,1
smoothed out,started,engine,investigates,1
some noise,inspected,engine,investigates,1
some noise,ran,aircraft,investigates,1
sounded like,compression check,,investigates,1
sounded like,confirmed,aircraft,investigates,1
sounded like,ran,aircraft,investigates,1
spalling,inspected,fuel pump cam,investigates,1
split,replaced,gasket,addresses,1
sput,checks,engine,investigates,1
sput,ran,aircraft,investigates,1
sputter,ground run,engine,investigates,1
sputter,ground run several times,aircraft,investigates,1
sputter,ran,aircraft,investigates,1
sputtered,ran,engine,investigates,1
sputtering,confirmed,engine,investigates,1
sputtering,ground run,aircraft,investigates,1
sputtering,operations and leak checked,engine,investigates,1
sputtering,ran,aircraft,investigates,1
sputtering,ran,engine,investigates,1
sputtering,ran up,engine,investigates,1
sputtering,replaced,magneto,addresses,1
sputtering noise,checks,engine,investigates,1
sputtering noise,ran,aircraft,investigates,1
squeezed out,replaced,gasket,addresses,1
staple pulled through,installed,pop rivet,addresses,1
started but ran very rough,compression check,,investigates,1
started but ran very rough,confirmed,aircraft,investigates,1
started but ran very rough,ran,aircraft,investigates,1
started making abnormal sound,ran up,aircraft,investigates,1
started normally,operations,aircraft,investigates,1
started normally,ran,aircraft,investigates,1
started normally,ran up,aircraft,investigates,1
started normally,ran up,idle mixture linkage,investigates,1
started normally,reindexed,idle mixture linkage,investigates,1
started normally,reindexed mixture linkage,,investigates,1
started running rough,completed,exhaust guides,investigates,1
started running rough,completed reassembly,cylinder assembly,addresses,1
started running rough,confirmed,,investigates,1
started running rough,ground run,engine,investigates,1
started running rough,installed,cylinder assembly,addresses,1
started running rough,leak check,engine,investigates,1
started running rough,operations,engine,investigates,1
started running rough,operations check,aircraft,investigates,1
started running rough,ran up,aircraft,investigates,1
started running rough,started,engines,investigates,1
started running rough shortly,freed,exhaust valve,investigates,1
started running rough shortly,inspected,exhaust valve,investigates,1
started running rough shortly,ran,engine,investigates,1
started to ru,inspect,cowling,investigates,1
started to ru,ran,aircraft,investigates,1
started to smell heavy fumes,ran up,aircraft,investigates,1
sticking,attempted to stake,valve,investigates,1
sticking,installation,cylinder,addresses,1
sticking,installed,28 push rods,addresses,1
sticking,installed,cylinder,addresses,1
sticking,installed,remaining items,addresses,1
sticking,leak check,,investigates,1
sticking,operations,aircraft,investigates,1
still showing discharge,run up,engine,investigates,1
still showing discharge,started,aircraft,investigates,1
still showing discharge,started,engine,investigates,1
strange howling noise,ground run,,investigates,1
strange howling noise,inspected,,investigates,1
stripped,repaired,bolt hole,addresses,1
stripped,replaced,screw,addresses,1
stripped,replaced,tie rod,addresses,1
stuck,began reaming,exhaust valves,addresses,1
stuck,check,valve,investigates,1
stuck,checked,valve,investigates,1
stuck,clearance check,,investigates,1
stuck,compression test,exhaust valve,investigates,1
stuck,confirmed,,investigates,1
stuck,finished reaming,exhaust valve guides,addresses,1
