source,relation,target,record_count
ACTION:torqued,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,1
ACTION:torqued,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rough chopping noise,1
ACTION:torqued,ACTION_INVESTIGATES_ISSUE,ABN_PROC:very rough,1
ACTION:tried staking,ACTION_INVESTIGATES_ISSUE,FAULT:zero,1
ACTION:tried to stake,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:air coming out exhaus,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:began to struggle,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,FAULT:burnt,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:coming out,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:coughed often,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,FAULT:crack,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:exceeded,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,FAULT:low,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,FAULT:nicked,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,FAULT:no compression,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:oil leakage,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:oversped,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:overspeed 2750,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:ran rough,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:ran very rough,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:running very rough,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:runs very rough,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:shaking,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:shutdown,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,FAULT:stuck,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:very rough,1
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:would shutdown,1
ACTION:visual insp,ACTION_INVESTIGATES_ISSUE,ABN_PROC:ticking,1
ACTION:visual insp,ACTION_INVESTIGATES_ISSUE,ABN_PROC:vibration noise,1
ACTION:warmed up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:died,1
ACTION:accessed,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:acquired,ACTION_ON_ITEM,MAINT_ITEM:parts,1
ACTION:adju,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:adjust,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:adjustment screw,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:baffle support rod,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:center turnbuckle,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:firewall,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:governor 4 turns coun,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:intercylinder baffle tie rod,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:lines,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:mixture cable rigging,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:mixture control,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:oil,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:oil cooler stand offs,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:oil pressure relief valve,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:oil return line,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:propeller low pitch stop,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:striker plate,1
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:throttle,1
ACTION:adjustment,ACTION_ON_ITEM,MAINT_ITEM:baffle tie rod,1
ACTION:adjustment,ACTION_ON_ITEM,MAINT_ITEM:oil cooler stand offs,1
ACTION:analyzed,ACTION_ON_ITEM,MAINT_ITEM:fdm card data,1
ACTION:analyzed,ACTION_ON_ITEM,MAINT_ITEM:sd card,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:2 zip ties,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:cowl seal,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:high temperature silicone,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:high temperature silicone sealant,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:intake,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:oil cooler line,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:oil return line,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:panel,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:rubber silicone,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:silicone sealant,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:starter wire,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:throttle,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:throttle cable,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:vacuum pump cooling duct,1
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:zip,1
ACTION:assembled,ACTION_ON_ITEM,MAINT_ITEM:accessory case,1
ACTION:assembled,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:assembled,ACTION_ON_ITEM,MAINT_ITEM:bolt,1
ACTION:assembled,ACTION_ON_ITEM,MAINT_ITEM:bracket,1
ACTION:assembled,ACTION_ON_ITEM,MAINT_ITEM:rocker covers,1
ACTION:attached,ACTION_ON_ITEM,MAINT_ITEM:baffle rubber seal,1
ACTION:attached,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:attached,ACTION_ON_ITEM,MAINT_ITEM:propeller governor cable,1
ACTION:attempt to start,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:attempted staking,ACTION_ON_ITEM,MAINT_ITEM:valves,1
ACTION:attempted to adjust,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:attempted to stake,ACTION_ON_ITEM,MAINT_ITEM:valve,1
ACTION:attempted to start,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:bearing clearance check,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:began,ACTION_ON_ITEM,MAINT_ITEM:exhaust guide,1
ACTION:began assembly,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:began disassembly,ACTION_ON_ITEM,MAINT_ITEM:accessories,1
ACTION:began disassembly,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:began fabricating,ACTION_ON_ITEM,MAINT_ITEM:patch,1
ACTION:began fabricating,ACTION_ON_ITEM,MAINT_ITEM:patches,1
ACTION:began insp,ACTION_ON_ITEM,MAINT_ITEM:propeller,1
ACTION:began insp,ACTION_ON_ITEM,MAINT_ITEM:propeller cont,1
ACTION:began install,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:began installation,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:began installing,ACTION_ON_ITEM,MAINT_ITEM:engine baffling,1
ACTION:began reaming,ACTION_ON_ITEM,MAINT_ITEM:exhaust valves,1
ACTION:began replacement,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:began replacement,ACTION_ON_ITEM,MAINT_ITEM:fuel injectors,1
ACTION:began replacing,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:began routing,ACTION_ON_ITEM,MAINT_ITEM:fuel lines,1
ACTION:began transferring,ACTION_ON_ITEM,MAINT_ITEM:baffles,1
ACTION:began transferring,ACTION_ON_ITEM,MAINT_ITEM:fittings,1
ACTION:bled,ACTION_ON_ITEM,MAINT_ITEM:lifter,1
ACTION:bore scoped,ACTION_ON_ITEM,MAINT_ITEM:bottom plugs,1
ACTION:bore scoped,ACTION_ON_ITEM,MAINT_ITEM:plug,1
ACTION:borescop,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:borescoped,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:borescoped,ACTION_ON_ITEM,MAINT_ITEM:piston,1
ACTION:borescoped,ACTION_ON_ITEM,MAINT_ITEM:valve contact,1
ABN_PROC:break - in,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:break - in flight,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:brought,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:canned,ACTION_ON_ITEM,MAINT_ITEM:intake pipe,1
ACTION:canned,ACTION_ON_ITEM,MAINT_ITEM:push rod shroud tube,1
ACTION:chafe protection,ACTION_ON_ITEM,MAINT_ITEM:baffle seals,1
ACTION:change,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:changed,ACTION_ON_ITEM,MAINT_ITEM:baffle plug,1
ACTION:changed,ACTION_ON_ITEM,MAINT_ITEM:filter,1
ACTION:changed,ACTION_ON_ITEM,MAINT_ITEM:oil filter,1
ACTION:chased threads,ACTION_ON_ITEM,MAINT_ITEM:intake port,1
ACTION:chased threads,ACTION_ON_ITEM,MAINT_ITEM:threads,1
ACTION:check,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:check,ACTION_ON_ITEM,MAINT_ITEM:oil drain tubes,1
ACTION:check,ACTION_ON_ITEM,MAINT_ITEM:valve,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:crankcase b,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:cylinder assembly,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:exhaust valves,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:magneto timin,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:main bearing nuts,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:propeller accumul,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:purge system,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:push rod,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:rocker box,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:screw,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:screws,1
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:sump screen,1
ACTION:checked torque,ACTION_ON_ITEM,MAINT_ITEM:nut,1
ACTION:checks,ACTION_ON_ITEM,MAINT_ITEM:mixture control,1
ACTION:clamped,ACTION_ON_ITEM,MAINT_ITEM:push rod tube,1
ACTION:clamped,ACTION_ON_ITEM,MAINT_ITEM:standoff,1
ACTION:clean,ACTION_ON_ITEM,MAINT_ITEM:bolt,1
ACTION:clean,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:clean,ACTION_ON_ITEM,MAINT_ITEM:plugs,1
ACTION:clean,ACTION_ON_ITEM,MAINT_ITEM:sealant,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:ab,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:air induction elbow,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:backbone bolt,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:backbone bolts,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:bolt hole,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:bolt holes,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cas,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:case,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:collar,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cooler,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cooler system,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cooling fins,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cowls,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:crankshaft seal,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cylinder flange,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cylinder spark plugs,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:engine compartment,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:engine scroll,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:exhaust lifter plunger assembly,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:firewall,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:fod,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:fuel injector,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:fuel stains,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:gas,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:gasket material,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:grass,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:impeller,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:injector,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:inlet screen,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:intake gasket,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:intake gaskets,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:lifting eye bolt,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:m / r transmission oil cooler,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:necessary gears,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:oil,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:paint,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:particle seperator,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:parts,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:piston,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:plug,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:pressure tube,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:rocker covers,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:scat tube,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:seal,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:servo,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:silicone gask,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:silicone gasket,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:sniffle valves,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:strap end,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:surfaces,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:thread,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:transducer ground path,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:tube,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:tube upper,1
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:tubes,1
ACTION:cleaned up,ACTION_ON_ITEM,MAINT_ITEM:edges,1
ACTION:cleaning,ACTION_ON_ITEM,MAINT_ITEM:cowls,1
ACTION:cleaning,ACTION_ON_ITEM,MAINT_ITEM:oil cooler,1
ACTION:clearance check,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:clearance check,ACTION_ON_ITEM,MAINT_ITEM:push rods,1
ACTION:clearance check,ACTION_ON_ITEM,MAINT_ITEM:rockers,1
ACTION:clearanced,ACTION_ON_ITEM,MAINT_ITEM:impeller,1
ACTION:cleared,ACTION_ON_ITEM,MAINT_ITEM:plugs,1
ACTION:cleared,ACTION_ON_ITEM,MAINT_ITEM:spark plugs,1
ACTION:comp check,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:completed,ACTION_ON_ITEM,MAINT_ITEM:exhaust guides,1
ACTION:completed assembly,ACTION_ON_ITEM,MAINT_ITEM:clamps,1
ACTION:completed assembly,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:completed assembly,ACTION_ON_ITEM,MAINT_ITEM:fuel supply hose,1
ACTION:completed build up,ACTION_ON_ITEM,MAINT_ITEM:overhaul engine,1
ACTION:completed insp,ACTION_ON_ITEM,MAINT_ITEM:propeller,1
ACTION:completed install,ACTION_ON_ITEM,MAINT_ITEM:plug wiring,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:accessories,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:baffling,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:electrical lines,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:exhaust,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:exhaust system,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:fuel,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:oil,1
ACTION:completed installation,ACTION_ON_ITEM,MAINT_ITEM:rocker arms,1
ACTION:completed reassembly,ACTION_ON_ITEM,MAINT_ITEM:baffle rivet head,1
ACTION:completed reassembly,ACTION_ON_ITEM,MAINT_ITEM:cylinder assembly,1
ACTION:completed reassembly,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:completed reassembly,ACTION_ON_ITEM,MAINT_ITEM:fuel lines,1
ACTION:completed reassembly,ACTION_ON_ITEM,MAINT_ITEM:pump,1
ACTION:completed reassy,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:completed reinstallation,ACTION_ON_ITEM,MAINT_ITEM:baffling,1
ACTION:completed reinstallation,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:completed removal,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:completed removal,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:complied,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:complied,ACTION_ON_ITEM,MAINT_ITEM:fuel injector line,1
ACTION:compression,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:compression check,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:compression check,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:compression check,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:compression test,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:compressions checked,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:confirmed,ACTION_ON_ITEM,MAINT_ITEM:intake tube,1
ACTION:confirmed,ACTION_ON_ITEM,MAINT_ITEM:pass down,1
ACTION:connected,ACTION_ON_ITEM,MAINT_ITEM:cow,1
ACTION:connected,ACTION_ON_ITEM,MAINT_ITEM:electrical wiring,1
ACTION:connected,ACTION_ON_ITEM,MAINT_ITEM:oil drains,1
ACTION:connected,ACTION_ON_ITEM,MAINT_ITEM:spark plug,1
ACTION:continued repairing,ACTION_ON_ITEM,MAINT_ITEM:baffles,1
ACTION:continued wiring,ACTION_ON_ITEM,MAINT_ITEM:control cable,1
ACTION:continued wiring,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:control installation,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:corrective action,ACTION_ON_ITEM,MAINT_ITEM:rocker cover,1
ACTION:corrosion protection,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:cowled,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:cylinder installation,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:de - preserved,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:decowled,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:deriveted,ACTION_ON_ITEM,MAINT_ITEM:shear rivets,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:fdm data,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:intake flanges,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:determined,ACTION_ON_ITEM,MAINT_ITEM:plug,1
ACTION:disassembled,ACTION_ON_ITEM,MAINT_ITEM:air induction elbow,1
ACTION:disassembled,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:disassembled,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:disassembled,ACTION_ON_ITEM,MAINT_ITEM:springs,1
ACTION:disassembled,ACTION_ON_ITEM,MAINT_ITEM:top end,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:baffle tie,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:battery ground,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:exhaust s,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:fitting,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:fuel and oil lines,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:fuel distributor line,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:intake,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:lines,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:oil line,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:oil lines,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:propeller governor cable,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:propeller governor oil line,1
ACTION:disconnected,ACTION_ON_ITEM,MAINT_ITEM:wires,1
ACTION:displaced,ACTION_ON_ITEM,MAINT_ITEM:oil cooler,1
ACTION:download,ACTION_ON_ITEM,MAINT_ITEM:data,1
ACTION:downloaded,ACTION_ON_ITEM,MAINT_ITEM:fdm card,1
ACTION:downloaded,ACTION_ON_ITEM,MAINT_ITEM:flight data,1
ACTION:downloaded,ACTION_ON_ITEM,MAINT_ITEM:information,1
ACTION:drained,ACTION_ON_ITEM,MAINT_ITEM:oil,1
ACTION:dressed,ACTION_ON_ITEM,MAINT_ITEM:ring gear teeth,1
ACTION:drilled,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:drilled,ACTION_ON_ITEM,MAINT_ITEM:baffling,1
ACTION:drilled,ACTION_ON_ITEM,MAINT_ITEM:rivet,1
ACTION:drilled,ACTION_ON_ITEM,MAINT_ITEM:tie rod hole,1
ACTION:drilled off,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:drilled stripped,ACTION_ON_ITEM,MAINT_ITEM:hole,1
ACTION:dry lash check,ACTION_ON_ITEM,MAINT_ITEM:cylinder assembly,1
ACTION:dry tappet cl,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:dry tappet clearance check,ACTION_ON_ITEM,MAINT_ITEM:push rod,1
ACTION:dry tappet clearance checked,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
OP_CTX:during installation,ACTION_ON_ITEM,MAINT_ITEM:gasket,1
ACTION:dye pe insp,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:dye pe insp,ACTION_ON_ITEM,MAINT_ITEM:intake port,1
ACTION:engine change,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:evaluated,ACTION_ON_ITEM,MAINT_ITEM:data,1
ACTION:evaluated,ACTION_ON_ITEM,MAINT_ITEM:fdm card,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:access hole,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle bracket,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle connector plate,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle patch,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle piece,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle plug hole doubler,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle plug patch,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle support,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:baffle support bracket,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:brace,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:clip,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:extraction tool,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:part,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:patches,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:piece,1
ACTION:fabricated,ACTION_ON_ITEM,MAINT_ITEM:seals,1
ACTION:failure insp,ACTION_ON_ITEM,MAINT_ITEM:fuel injector line,1
ACTION:fastened,ACTION_ON_ITEM,MAINT_ITEM:propeller rivet,1
ACTION:filed off,ACTION_ON_ITEM,MAINT_ITEM:nut,1
ACTION:filled,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:filled,ACTION_ON_ITEM,MAINT_ITEM:rudder covers,1
ACTION:filter insp,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:filter insp,ACTION_ON_ITEM,MAINT_ITEM:oil filter,1
ACTION:final checks,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:finished disassembly,ACTION_ON_ITEM,MAINT_ITEM:exhaust valves,1
ACTION:finished grounding,ACTION_ON_ITEM,MAINT_ITEM:valve seats,1
ACTION:finished installation,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:finished installing,ACTION_ON_ITEM,MAINT_ITEM:alternator,1
ACTION:finished installing,ACTION_ON_ITEM,MAINT_ITEM:nacelle wiring,1
ACTION:finished installing,ACTION_ON_ITEM,MAINT_ITEM:starter,1
ACTION:finished installing,ACTION_ON_ITEM,MAINT_ITEM:vacuum pump,1
ACTION:finished reassembly,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:finished reassembly,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:finished reinstall,ACTION_ON_ITEM,MAINT_ITEM:nacelle wiring,1
