node_id,label,type,mention_count,record_count
MAINT_ITEM:attaching parts,attaching parts,MAINT_ITEM,2,2
MAINT_ITEM:attachment point,attachment point,MAINT_ITEM,2,2
MAINT_ITEM:back baffle,back baffle,MAINT_ITEM,2,2
MAINT_ITEM:back baffle bracket,back baffle bracket,MAINT_ITEM,2,2
MAINT_ITEM:backbaffle,backbaffle,MAINT_ITEM,2,2
MAINT_ITEM:backbone bolts,backbone bolts,MAINT_ITEM,3,2
MAINT_ITEM:backbone case seam,backbone case seam,MAINT_ITEM,2,2
MAINT_ITEM:baffle attach fitting,baffle attach fitting,MAINT_ITEM,2,2
MAINT_ITEM:baffle brackets,baffle brackets,MAINT_ITEM,2,2
MAINT_ITEM:baffle center,baffle center,MAINT_ITEM,2,2
MAINT_ITEM:baffle connection rod,baffle connection rod,MAINT_ITEM,2,2
MAINT_ITEM:baffle corner,baffle corner,MAINT_ITEM,2,2
MAINT_ITEM:baffle fastener,baffle fastener,MAINT_ITEM,2,2
MAINT_ITEM:baffle hole,baffle hole,MAINT_ITEM,2,2
MAINT_ITEM:baffle hole plugs,baffle hole plugs,MAINT_ITEM,2,2
MAINT_ITEM:baffle interconnect rod,baffle interconnect rod,MAINT_ITEM,3,2
MAINT_ITEM:baffle piece,baffle piece,MAINT_ITEM,2,2
MAINT_ITEM:baffle plug patch,baffle plug patch,MAINT_ITEM,3,2
MAINT_ITEM:baffle plug patches,baffle plug patches,MAINT_ITEM,2,2
MAINT_ITEM:baffle rivet head,baffle rivet head,MAINT_ITEM,2,2
MAINT_ITEM:baffle rivets,baffle rivets,MAINT_ITEM,2,2
MAINT_ITEM:baffle rubber seal,baffle rubber seal,MAINT_ITEM,3,2
MAINT_ITEM:baffle seal section,baffle seal section,MAINT_ITEM,2,2
MAINT_ITEM:baffle seal staples,baffle seal staples,MAINT_ITEM,2,2
MAINT_ITEM:baffling bracket,baffling bracket,MAINT_ITEM,2,2
MAINT_ITEM:baffling seal,baffling seal,MAINT_ITEM,2,2
MAINT_ITEM:baffling support bracket,baffling support bracket,MAINT_ITEM,2,2
MAINT_ITEM:battery mount,battery mount,MAINT_ITEM,2,2
MAINT_ITEM:black silicone,black silicone,MAINT_ITEM,2,2
MAINT_ITEM:both engines,both engines,MAINT_ITEM,2,2
MAINT_ITEM:burner can drain,burner can drain,MAINT_ITEM,2,2
MAINT_ITEM:button plug,button plug,MAINT_ITEM,3,2
MAINT_ITEM:button plugs,button plugs,MAINT_ITEM,3,2
MAINT_ITEM:cable,cable,MAINT_ITEM,2,2
MAINT_ITEM:cam lock,cam lock,MAINT_ITEM,2,2
MAINT_ITEM:carb heat box,carb heat box,MAINT_ITEM,3,2
MAINT_ITEM:carb inlet gaskets,carb inlet gaskets,MAINT_ITEM,2,2
MAINT_ITEM:card data,card data,MAINT_ITEM,2,2
MAINT_ITEM:case bolt,case bolt,MAINT_ITEM,2,2
MAINT_ITEM:case half seam,case half seam,MAINT_ITEM,2,2
MAINT_ITEM:case plug,case plug,MAINT_ITEM,2,2
MAINT_ITEM:center case bolt,center case bolt,MAINT_ITEM,2,2
MAINT_ITEM:chafe wrap,chafe wrap,MAINT_ITEM,2,2
MAINT_ITEM:compressor wash,compressor wash,MAINT_ITEM,2,2
MAINT_ITEM:connecting rods,connecting rods,MAINT_ITEM,2,2
MAINT_ITEM:cooling baffle attachment bracket,cooling baffle attachment bracket,MAINT_ITEM,2,2
MAINT_ITEM:cork gasket,cork gasket,MAINT_ITEM,2,2
MAINT_ITEM:corner bracket,corner bracket,MAINT_ITEM,2,2
MAINT_ITEM:cover gasket,cover gasket,MAINT_ITEM,2,2
MAINT_ITEM:cowli,cowli,MAINT_ITEM,2,2
MAINT_ITEM:crankcase lifting eyebolt,crankcase lifting eyebolt,MAINT_ITEM,2,2
MAINT_ITEM:crankshaft plug,crankshaft plug,MAINT_ITEM,2,2
MAINT_ITEM:cylinder engine,cylinder engine,MAINT_ITEM,2,2
MAINT_ITEM:cylinder fins,cylinder fins,MAINT_ITEM,2,2
MAINT_ITEM:cylinder rocker covers,cylinder rocker covers,MAINT_ITEM,2,2
MAINT_ITEM:cylinder valve,cylinder valve,MAINT_ITEM,2,2
MAINT_ITEM:data card,data card,MAINT_ITEM,2,2
MAINT_ITEM:electrical harness,electrical harness,MAINT_ITEM,2,2
MAINT_ITEM:engine case,engine case,MAINT_ITEM,2,2
MAINT_ITEM:engine mounts,engine mounts,MAINT_ITEM,2,2
MAINT_ITEM:engine section,engine section,MAINT_ITEM,2,2
MAINT_ITEM:engines would vibrate viol,engines would vibrate viol,MAINT_ITEM,2,2
MAINT_ITEM:exhaust push rod tips,exhaust push rod tips,MAINT_ITEM,2,2
MAINT_ITEM:exhaust shroud,exhaust shroud,MAINT_ITEM,2,2
MAINT_ITEM:exhaust tube,exhaust tube,MAINT_ITEM,2,2
MAINT_ITEM:fastener,fastener,MAINT_ITEM,2,2
MAINT_ITEM:felt,felt,MAINT_ITEM,2,2
MAINT_ITEM:ferrous chip,ferrous chip,MAINT_ITEM,2,2
MAINT_ITEM:fire,fire,MAINT_ITEM,2,2
MAINT_ITEM:fire seal,fire seal,MAINT_ITEM,2,2
MAINT_ITEM:flange,flange,MAINT_ITEM,2,2
MAINT_ITEM:flange bolt,flange bolt,MAINT_ITEM,2,2
MAINT_ITEM:frame,frame,MAINT_ITEM,2,2
MAINT_ITEM:fresh gasket,fresh gasket,MAINT_ITEM,2,2
MAINT_ITEM:fuel and oil lines,fuel and oil lines,MAINT_ITEM,2,2
MAINT_ITEM:fuel injector,fuel injector,MAINT_ITEM,2,2
MAINT_ITEM:fuel injector nozzles,fuel injector nozzles,MAINT_ITEM,2,2
MAINT_ITEM:fuel line,fuel line,MAINT_ITEM,2,2
MAINT_ITEM:fuel line support bracket,fuel line support bracket,MAINT_ITEM,3,2
MAINT_ITEM:fuel pump cam,fuel pump cam,MAINT_ITEM,2,2
MAINT_ITEM:fuel servo,fuel servo,MAINT_ITEM,2,2
MAINT_ITEM:fuselage,fuselage,MAINT_ITEM,2,2
MAINT_ITEM:grass,grass,MAINT_ITEM,3,2
MAINT_ITEM:grounding bolt,grounding bolt,MAINT_ITEM,2,2
MAINT_ITEM:grounding strap,grounding strap,MAINT_ITEM,2,2
MAINT_ITEM:grounding strap bolt,grounding strap bolt,MAINT_ITEM,2,2
MAINT_ITEM:guide,guide,MAINT_ITEM,2,2
MAINT_ITEM:head,head,MAINT_ITEM,2,2
MAINT_ITEM:helicopter,helicopter,MAINT_ITEM,2,2
MAINT_ITEM:high temperature sealant,high temperature sealant,MAINT_ITEM,2,2
MAINT_ITEM:hoisting loop,hoisting loop,MAINT_ITEM,2,2
MAINT_ITEM:hold downs,hold downs,MAINT_ITEM,2,2
MAINT_ITEM:hos,hos,MAINT_ITEM,2,2
MAINT_ITEM:hose,hose,MAINT_ITEM,2,2
MAINT_ITEM:idler gear,idler gear,MAINT_ITEM,2,2
MAINT_ITEM:ignition,ignition,MAINT_ITEM,2,2
MAINT_ITEM:impeller,impeller,MAINT_ITEM,4,2
MAINT_ITEM:induction,induction,MAINT_ITEM,2,2
MAINT_ITEM:injector line,injector line,MAINT_ITEM,2,2
MAINT_ITEM:injector nozzles,injector nozzles,MAINT_ITEM,2,2
MAINT_ITEM:inlet screen,inlet screen,MAINT_ITEM,2,2
MAINT_ITEM:inner,inner,MAINT_ITEM,2,2
MAINT_ITEM:intake bolt,intake bolt,MAINT_ITEM,2,2
MAINT_ITEM:intake cylinder,intake cylinder,MAINT_ITEM,2,2
MAINT_ITEM:intake elbow,intake elbow,MAINT_ITEM,2,2
MAINT_ITEM:intake filter,intake filter,MAINT_ITEM,2,2
MAINT_ITEM:intake port,intake port,MAINT_ITEM,2,2
MAINT_ITEM:intake push rod tube inner seal,intake push rod tube inner seal,MAINT_ITEM,2,2
MAINT_ITEM:intake tube inserts,intake tube inserts,MAINT_ITEM,3,2
MAINT_ITEM:intercylinder baffling,intercylinder baffling,MAINT_ITEM,2,2
MAINT_ITEM:lifting eye,lifting eye,MAINT_ITEM,2,2
MAINT_ITEM:lifting eye bolt,lifting eye bolt,MAINT_ITEM,2,2
MAINT_ITEM:like,like,MAINT_ITEM,2,2
MAINT_ITEM:like hardware,like hardware,MAINT_ITEM,2,2
MAINT_ITEM:like mat,like mat,MAINT_ITEM,2,2
MAINT_ITEM:like mater,like mater,MAINT_ITEM,2,2
MAINT_ITEM:like materials,like materials,MAINT_ITEM,4,2
MAINT_ITEM:lueco,lueco,MAINT_ITEM,2,2
MAINT_ITEM:lueco assembly,lueco assembly,MAINT_ITEM,2,2
MAINT_ITEM:maintenance history,maintenance history,MAINT_ITEM,2,2
MAINT_ITEM:manifold psi line,manifold psi line,MAINT_ITEM,3,2
MAINT_ITEM:mating surfaces,mating surfaces,MAINT_ITEM,2,2
MAINT_ITEM:middle,middle,MAINT_ITEM,2,2
MAINT_ITEM:mixture control,mixture control,MAINT_ITEM,2,2
MAINT_ITEM:mounts,mounts,MAINT_ITEM,2,2
MAINT_ITEM:nacelle . pooling,nacelle . pooling,MAINT_ITEM,2,2
MAINT_ITEM:nacelle wiring,nacelle wiring,MAINT_ITEM,2,2
MAINT_ITEM:necessary parts,necessary parts,MAINT_ITEM,2,2
MAINT_ITEM:o-rings,o-rings,MAINT_ITEM,3,2
MAINT_ITEM:oil breather,oil breather,MAINT_ITEM,2,2
MAINT_ITEM:oil cooler oil line,oil cooler oil line,MAINT_ITEM,2,2
MAINT_ITEM:oil drain tube,oil drain tube,MAINT_ITEM,2,2
MAINT_ITEM:oil filte,oil filte,MAINT_ITEM,2,2
MAINT_ITEM:oil plug,oil plug,MAINT_ITEM,2,2
MAINT_ITEM:oil psi line,oil psi line,MAINT_ITEM,2,2
MAINT_ITEM:oil return line clamp,oil return line clamp,MAINT_ITEM,2,2
MAINT_ITEM:oil return line hose clamp,oil return line hose clamp,MAINT_ITEM,2,2
MAINT_ITEM:oil return tube,oil return tube,MAINT_ITEM,2,2
MAINT_ITEM:ones,ones,MAINT_ITEM,2,2
MAINT_ITEM:outer baffling,outer baffling,MAINT_ITEM,2,2
MAINT_ITEM:outer nut,outer nut,MAINT_ITEM,2,2
MAINT_ITEM:p3 filter,p3 filter,MAINT_ITEM,2,2
MAINT_ITEM:particle separator,particle separator,MAINT_ITEM,4,2
MAINT_ITEM:piston assembly,piston assembly,MAINT_ITEM,2,2
MAINT_ITEM:pressure hose,pressure hose,MAINT_ITEM,2,2
MAINT_ITEM:primer,primer,MAINT_ITEM,2,2
MAINT_ITEM:primer line clamp,primer line clamp,MAINT_ITEM,2,2
MAINT_ITEM:primer line sleeve,primer line sleeve,MAINT_ITEM,3,2
MAINT_ITEM:propeller governor cable,propeller governor cable,MAINT_ITEM,2,2
MAINT_ITEM:propeller shaft seal,propeller shaft seal,MAINT_ITEM,2,2
MAINT_ITEM:purposes only,purposes only,MAINT_ITEM,2,2
"MAINT_ITEM:push rod , exhaust , housing gasket","push rod , exhaust , housing gasket",MAINT_ITEM,2,2
MAINT_ITEM:push rod exhaust tube,push rod exhaust tube,MAINT_ITEM,2,2
MAINT_ITEM:push rod tips,push rod tips,MAINT_ITEM,2,2
MAINT_ITEM:push rod tube seals,push rod tube seals,MAINT_ITEM,2,2
MAINT_ITEM:quick drain,quick drain,MAINT_ITEM,4,2
MAINT_ITEM:return line,return line,MAINT_ITEM,2,2
MAINT_ITEM:return lines,return lines,MAINT_ITEM,2,2
MAINT_ITEM:rivnut,rivnut,MAINT_ITEM,4,2
MAINT_ITEM:rocke,rocke,MAINT_ITEM,2,2
MAINT_ITEM:rocker arms,rocker arms,MAINT_ITEM,4,2
MAINT_ITEM:rocker box cover screw,rocker box cover screw,MAINT_ITEM,2,2
MAINT_ITEM:rocker cov,rocker cov,MAINT_ITEM,2,2
MAINT_ITEM:rocker cover drain hose clamps,rocker cover drain hose clamps,MAINT_ITEM,2,2
MAINT_ITEM:rocker cover gask,rocker cover gask,MAINT_ITEM,2,2
MAINT_ITEM:rocker cover seal,rocker cover seal,MAINT_ITEM,2,2
MAINT_ITEM:rocker covers gaskets,rocker covers gaskets,MAINT_ITEM,2,2
MAINT_ITEM:rocker oil return line,rocker oil return line,MAINT_ITEM,2,2
MAINT_ITEM:rocker oil return lines,rocker oil return lines,MAINT_ITEM,2,2
MAINT_ITEM:rtv silicone,rtv silicone,MAINT_ITEM,2,2
MAINT_ITEM:rubber baffle seal,rubber baffle seal,MAINT_ITEM,3,2
MAINT_ITEM:scat tubing,scat tubing,MAINT_ITEM,2,2
MAINT_ITEM:scr,scr,MAINT_ITEM,2,2
MAINT_ITEM:scratch,scratch,MAINT_ITEM,2,2
MAINT_ITEM:screw plate,screw plate,MAINT_ITEM,2,2
MAINT_ITEM:sdie,sdie,MAINT_ITEM,2,2
MAINT_ITEM:seal shows signs,seal shows signs,MAINT_ITEM,2,2
MAINT_ITEM:serviceable baffle,serviceable baffle,MAINT_ITEM,2,2
MAINT_ITEM:serviceable bracket,serviceable bracket,MAINT_ITEM,2,2
MAINT_ITEM:servo,servo,MAINT_ITEM,2,2
MAINT_ITEM:silicone sealant,silicone sealant,MAINT_ITEM,2,2
MAINT_ITEM:sniffler valve,sniffler valve,MAINT_ITEM,2,2
MAINT_ITEM:spark plug access plug,spark plug access plug,MAINT_ITEM,3,2
MAINT_ITEM:spark plug baffle plugs,spark plug baffle plugs,MAINT_ITEM,3,2
MAINT_ITEM:spark plug hole,spark plug hole,MAINT_ITEM,2,2
MAINT_ITEM:spine,spine,MAINT_ITEM,2,2
MAINT_ITEM:spinner,spinner,MAINT_ITEM,2,2
MAINT_ITEM:standoffs,standoffs,MAINT_ITEM,2,2
MAINT_ITEM:staples,staples,MAINT_ITEM,2,2
MAINT_ITEM:start,start,MAINT_ITEM,2,2
MAINT_ITEM:suction screen,suction screen,MAINT_ITEM,2,2
MAINT_ITEM:support bracket,support bracket,MAINT_ITEM,2,2
MAINT_ITEM:thrust button,thrust button,MAINT_ITEM,2,2
MAINT_ITEM:tie wrap,tie wrap,MAINT_ITEM,3,2
MAINT_ITEM:two part epoxy,two part epoxy,MAINT_ITEM,2,2
MAINT_ITEM:upper motor moun,upper motor moun,MAINT_ITEM,2,2
MAINT_ITEM:valve cover,valve cover,MAINT_ITEM,2,2
MAINT_ITEM:valve cover gasket,valve cover gasket,MAINT_ITEM,3,2
MAINT_ITEM:valve seats,valve seats,MAINT_ITEM,2,2
MAINT_ITEM:ver,ver,MAINT_ITEM,2,2
MAINT_ITEM:wings,wings,MAINT_ITEM,2,2
MAINT_ITEM:wire standoff,wire standoff,MAINT_ITEM,2,2
OP_CTX:after completing steep spirals at power idle,after completing steep spirals at power idle,OP_CTX,2,2
OP_CTX:anytime rpms were b,anytime rpms were b,OP_CTX,2,2
OP_CTX:at full throttle,at full throttle,OP_CTX,2,2
OP_CTX:during climb,during climb,OP_CTX,2,2
OP_CTX:during flare phase of landing,during flare phase of landing,OP_CTX,2,2
OP_CTX:during ground run,during ground run,OP_CTX,2,2
OP_CTX:during idle check,during idle check,OP_CTX,2,2
OP_CTX:during landing,during landing,OP_CTX,2,2
OP_CTX:during late takeoff roll and pattern,during late takeoff roll and pattern,OP_CTX,2,2
OP_CTX:during power on stall,during power on stall,OP_CTX,2,2
OP_CTX:during preflight,during preflight,OP_CTX,2,2
OP_CTX:during takeoff at check,during takeoff at check,OP_CTX,2,2
OP_CTX:full mixture,full mixture,OP_CTX,2,2
"OP_CTX:full power , smoothly","full power , smoothly",OP_CTX,2,2
OP_CTX:immediately after engine start,immediately after engine start,OP_CTX,2,2
OP_CTX:in cruise fligh,in cruise fligh,OP_CTX,2,2
OP_CTX:in hangar,in hangar,OP_CTX,2,2
OP_CTX:in hover,in hover,OP_CTX,2,2
OP_CTX:on approach,on approach,OP_CTX,2,2
OP_CTX:on climb out,on climb out,OP_CTX,2,2
OP_CTX:on climbout,on climbout,OP_CTX,2,2
OP_CTX:on compression test,on compression test,OP_CTX,2,2
OP_CTX:on right engine start,on right engine start,OP_CTX,2,2
OP_CTX:run up,run up,OP_CTX,2,2
OP_CTX:student couldn ' t start,student couldn ' t start,OP_CTX,2,2
OP_CTX:take off,take off,OP_CTX,2,2
OP_CTX:takeoff,takeoff,OP_CTX,2,2
OP_CTX:throttle idle,throttle idle,OP_CTX,2,2
OP_CTX:throughout flight,throughout flight,OP_CTX,2,2
OP_CTX:upon run up,upon run up,OP_CTX,2,2
OP_CTX:while in a hover,while in a hover,OP_CTX,2,2
OP_CTX:while taxing,while taxing,OP_CTX,2,2
OUTCOME:correct position,correct position,OUTCOME,2,2
OUTCOME:could not duplicate problem,could not duplicate problem,OUTCOME,2,2
OUTCOME:failed,failed,OUTCOME,2,2
OUTCOME:no,no,OUTCOME,2,2
OUTCOME:no damaged noted,no damaged noted,OUTCOME,2,2
OUTCOME:no defect,no defect,OUTCOME,2,2
OUTCOME:no further,no further,OUTCOME,2,2
OUTCOME:no leaks noted,no leaks noted,OUTCOME,2,2
OUTCOME:no roughness,no roughness,OUTCOME,2,2
OUTCOME:normal,normal,OUTCOME,3,2
OUTCOME:ran smooth,ran smooth,OUTCOME,2,2
OUTCOME:runs smooth,runs smooth,OUTCOME,2,2
OUTCOME:unable to duplicate,unable to duplicate,OUTCOME,2,2
REFERENCE:fouled plug procedure,fouled plug procedure,REFERENCE,2,2
REFERENCE:hmi,hmi,REFERENCE,2,2
REFERENCE:lycoming operations manual,lycoming operations manual,REFERENCE,2,2
REFERENCE:lycoming overh,lycoming overh,REFERENCE,2,2
REFERENCE:maintenance manual,maintenance manual,REFERENCE,2,2
TECH_OBS:# 4 in,# 4 in,TECH_OBS,2,2
TECH_OBS:1-78,1-78,TECH_OBS,3,2
TECH_OBS:2-75,2-75,TECH_OBS,2,2
TECH_OBS:250,250,TECH_OBS,2,2
TECH_OBS:250 rpm,250 rpm,TECH_OBS,2,2
TECH_OBS:25lbs,25lbs,TECH_OBS,2,2
TECH_OBS:26 in,26 in,TECH_OBS,2,2
TECH_OBS:2700,2700,TECH_OBS,2,2
TECH_OBS:2700 rpm,2700 rpm,TECH_OBS,2,2
TECH_OBS:2730 rpm,2730 rpm,TECH_OBS,2,2
TECH_OBS:2770 rpm,2770 rpm,TECH_OBS,3,2
TECH_OBS:55,55,TECH_OBS,2,2
TECH_OBS:5500 feet,5500 feet,TECH_OBS,2,2
TECH_OBS:7 - 10 secs,7 - 10 secs,TECH_OBS,2,2
TECH_OBS:a few seconds,a few seconds,TECH_OBS,2,2
TECH_OBS:about thirty hundred seconds before los,about thirty hundred seconds before los,TECH_OBS,2,2
TECH_OBS:about two minutes,about two minutes,TECH_OBS,2,2
TECH_OBS:approximately three seconds,approximately three seconds,TECH_OBS,2,2
TECH_OBS:battery,battery,TECH_OBS,2,2
TECH_OBS:cht,cht,TECH_OBS,2,2
TECH_OBS:cht and egt,cht and egt,TECH_OBS,2,2
TECH_OBS:compression ( 20/80 psi,compression ( 20/80 psi,TECH_OBS,2,2
"TECH_OBS:compression , forty out of eighty","compression , forty out of eighty",TECH_OBS,2,2
"TECH_OBS:compression , sixteen out of","compression , sixteen out of",TECH_OBS,2,2
TECH_OBS:compression 55 lbs,compression 55 lbs,TECH_OBS,2,2
TECH_OBS:compression fifteen out of eighty,compression fifteen out of eighty,TECH_OBS,3,2
TECH_OBS:compression two out of,compression two out of,TECH_OBS,2,2
TECH_OBS:drop,drop,TECH_OBS,2,2
TECH_OBS:dry tappet clearance,dry tappet clearance,TECH_OBS,2,2
TECH_OBS:exhaust clearnace.033 inches,exhaust clearnace.033 inches,TECH_OBS,2,2
TECH_OBS:exhaust clearnace.034 inches,exhaust clearnace.034 inches,TECH_OBS,2,2
TECH_OBS:firewall,firewall,TECH_OBS,2,2
TECH_OBS:full rich,full rich,TECH_OBS,2,2
TECH_OBS:idle rpm was at 720,idle rpm was at 720,TECH_OBS,2,2
TECH_OBS:idle speeds,idle speeds,TECH_OBS,2,2
TECH_OBS:oat plus 7,oat plus 7,TECH_OBS,2,2
TECH_OBS:one hundred and fifty long,one hundred and fifty long,TECH_OBS,2,2
TECH_OBS:ran smoother,ran smoother,TECH_OBS,2,2
TECH_OBS:started and idled normally,started and idled normally,TECH_OBS,2,2
TECH_OBS:temperatures,temperatures,TECH_OBS,2,2
TECH_OBS:thirty hundred seconds before los,thirty hundred seconds before los,TECH_OBS,2,2
ABN_PROC:abnormal vib,abnormal vib,ABN_PROC,1,1
ABN_PROC:air noted and observed out of exhaust,air noted and observed out of exhaust,ABN_PROC,1,1
ABN_PROC:almost quit,almost quit,ABN_PROC,1,1
ABN_PROC:applies,applies,ABN_PROC,1,1
ABN_PROC:audible rpm drop,audible rpm drop,ABN_PROC,1,1
ABN_PROC:audible rpm loss,audible rpm loss,ABN_PROC,1,1
ABN_PROC:back,back,ABN_PROC,1,1
ABN_PROC:barely capable,barely capable,ABN_PROC,1,1
ABN_PROC:battery still showing discharge,battery still showing discharge,ABN_PROC,1,1
ABN_PROC:bounces,bounces,ABN_PROC,1,1
ABN_PROC:briefly lose power,briefly lose power,ABN_PROC,1,1
ABN_PROC:chafing damage,chafing damage,ABN_PROC,1,1
ABN_PROC:chafing through,chafing through,ABN_PROC,1,1
ABN_PROC:choke,choke,ABN_PROC,1,1
ABN_PROC:choked,choked,ABN_PROC,1,1
ABN_PROC:click,click,ABN_PROC,1,1
ABN_PROC:clicking noise,clicking noise,ABN_PROC,1,1
ABN_PROC:co level high warning came on,co level high warning came on,ABN_PROC,1,1
ABN_PROC:co warning came,co warning came,ABN_PROC,1,1
ABN_PROC:come out,come out,ABN_PROC,1,1
ABN_PROC:coming off,coming off,ABN_PROC,1,1
ABN_PROC:contact,contact,ABN_PROC,1,1
ABN_PROC:could not restart,could not restart,ABN_PROC,1,1
ABN_PROC:cut off,cut off,ABN_PROC,1,1
ABN_PROC:decreased to zero,decreased to zero,ABN_PROC,1,1
ABN_PROC:did not start,did not start,ABN_PROC,1,1
ABN_PROC:die,die,ABN_PROC,1,1
ABN_PROC:drops to zero,drops to zero,ABN_PROC,1,1
ABN_PROC:ducting rubbing,ducting rubbing,ABN_PROC,1,1
ABN_PROC:eating into,eating into,ABN_PROC,1,1
ABN_PROC:elaking,elaking,ABN_PROC,1,1
ABN_PROC:excessive vibration,excessive vibration,ABN_PROC,1,1
ABN_PROC:failure,failure,ABN_PROC,1,1
ABN_PROC:flame came out,flame came out,ABN_PROC,1,1
ABN_PROC:flames,flames,ABN_PROC,1,1
ABN_PROC:flames comi,flames comi,ABN_PROC,1,1
ABN_PROC:gains and drops,gains and drops,ABN_PROC,1,1
ABN_PROC:grinding noise,grinding noise,ABN_PROC,1,1
ABN_PROC:hesitation/roughness,hesitation/roughness,ABN_PROC,1,1
ABN_PROC:high pitched squealing noise,high pitched squealing noise,ABN_PROC,1,1
"ABN_PROC:high pitched whine , squeal , wh","high pitched whine , squeal , wh",ABN_PROC,1,1
ABN_PROC:hitting mount,hitting mount,ABN_PROC,1,1
ABN_PROC:idles extremely rough,idles extremely rough,ABN_PROC,1,1
ABN_PROC:idling too low,idling too low,ABN_PROC,1,1
ABN_PROC:increases in volume,increases in volume,ABN_PROC,1,1
ABN_PROC:indicates zero,indicates zero,ABN_PROC,1,1
ABN_PROC:jumps into red,jumps into red,ABN_PROC,1,1
ABN_PROC:kept hesitating,kept hesitating,ABN_PROC,1,1
ABN_PROC:knocking,knocking,ABN_PROC,1,1
ABN_PROC:knocking noise,knocking noise,ABN_PROC,1,1
ABN_PROC:large pool of oil,large pool of oil,ABN_PROC,1,1
ABN_PROC:leakage,leakage,ABN_PROC,1,1
ABN_PROC:leaki,leaki,ABN_PROC,1,1
ABN_PROC:leaking past,leaking past,ABN_PROC,1,1
ABN_PROC:listed,listed,ABN_PROC,1,1
ABN_PROC:little rough,little rough,ABN_PROC,1,1
ABN_PROC:locking,locking,ABN_PROC,1,1
ABN_PROC:loud knock,loud knock,ABN_PROC,1,1
ABN_PROC:loud soun,loud soun,ABN_PROC,1,1
ABN_PROC:low power,low power,ABN_PROC,1,1
ABN_PROC:major shaking,major shaking,ABN_PROC,1,1
ABN_PROC:making contact,making contact,ABN_PROC,1,1
ABN_PROC:markings,markings,ABN_PROC,1,1
ABN_PROC:momentary loss,momentary loss,ABN_PROC,1,1
ABN_PROC:momentary overspeed,momentary overspeed,ABN_PROC,1,1
ABN_PROC:momentary rpm drop aroun,momentary rpm drop aroun,ABN_PROC,1,1
ABN_PROC:moves erratically,moves erratically,ABN_PROC,1,1
ABN_PROC:normally,normally,ABN_PROC,1,1
ABN_PROC:not producing fu,not producing fu,ABN_PROC,1,1
ABN_PROC:oil found,oil found,ABN_PROC,1,1
ABN_PROC:over reved,over reved,ABN_PROC,1,1
ABN_PROC:overspe,overspe,ABN_PROC,1,1
ABN_PROC:overspeed 2750,overspeed 2750,ABN_PROC,1,1
ABN_PROC:overspeed generally,overspeed generally,ABN_PROC,1,1
ABN_PROC:ovespeed,ovespeed,ABN_PROC,1,1
ABN_PROC:pulling through,pulling through,ABN_PROC,1,1
ABN_PROC:reduction in power,reduction in power,ABN_PROC,1,1
ABN_PROC:rough operation,rough operation,ABN_PROC,1,1
ABN_PROC:rough vibra,rough vibra,ABN_PROC,1,1
ABN_PROC:roughne,roughne,ABN_PROC,1,1
ABN_PROC:routing,routing,ABN_PROC,1,1
ABN_PROC:rpm drop,rpm drop,ABN_PROC,1,1
ABN_PROC:rpm dropped normally,rpm dropped normally,ABN_PROC,1,1
ABN_PROC:rub mark,rub mark,ABN_PROC,1,1
ABN_PROC:rubbing diagonal,rubbing diagonal,ABN_PROC,1,1
ABN_PROC:rubbing together,rubbing together,ABN_PROC,1,1
ABN_PROC:run rough anytim,run rough anytim,ABN_PROC,1,1
ABN_PROC:run rough momentarily,run rough momentarily,ABN_PROC,1,1
ABN_PROC:running . extremely roug,running . extremely roug,ABN_PROC,1,1
ABN_PROC:running very clean,running very clean,ABN_PROC,1,1
ABN_PROC:runs,runs,ABN_PROC,1,1
ABN_PROC:runs very rough,runs very rough,ABN_PROC,1,1
ABN_PROC:shroud opening,shroud opening,ABN_PROC,1,1
ABN_PROC:shutdown when,shutdown when,ABN_PROC,1,1
ABN_PROC:shuttered,shuttered,ABN_PROC,1,1
ABN_PROC:significant vibratio,significant vibratio,ABN_PROC,1,1
ABN_PROC:sitting,sitting,ABN_PROC,1,1
ABN_PROC:slight drop in rpm,slight drop in rpm,ABN_PROC,1,1
ABN_PROC:slight fluctuations,slight fluctuations,ABN_PROC,1,1
ABN_PROC:sloppy,sloppy,ABN_PROC,1,1
ABN_PROC:smoking,smoking,ABN_PROC,1,1
ABN_PROC:smoothed out,smoothed out,ABN_PROC,1,1
ABN_PROC:some noise,some noise,ABN_PROC,1,1
ABN_PROC:sput,sput,ABN_PROC,1,1
ABN_PROC:sputtering noise,sputtering noise,ABN_PROC,1,1
ABN_PROC:squeezed out,squeezed out,ABN_PROC,1,1
ABN_PROC:started but ran very rough,started but ran very rough,ABN_PROC,1,1
ABN_PROC:started making abnormal sound,started making abnormal sound,ABN_PROC,1,1
ABN_PROC:started to ru,started to ru,ABN_PROC,1,1
ABN_PROC:started to smell heavy fumes,started to smell heavy fumes,ABN_PROC,1,1
ABN_PROC:strange howling noise,strange howling noise,ABN_PROC,1,1
ABN_PROC:surging,surging,ABN_PROC,1,1
ABN_PROC:tapping,tapping,ABN_PROC,1,1
ABN_PROC:ticking,ticking,ABN_PROC,1,1
"ABN_PROC:ticking , chirping noise","ticking , chirping noise",ABN_PROC,1,1
ABN_PROC:too long,too long,ABN_PROC,1,1
ABN_PROC:uncommanded increase,uncommanded increase,ABN_PROC,1,1
ABN_PROC:verify condition,verify condition,ABN_PROC,1,1
