source,relation,target,record_count
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:hold downs,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:holes,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:hose clamp,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:indication tube gaskets,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:induction elbow,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:induction gasket,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:inner cooling baffle,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:intake air filter frame,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:intake filter housing,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:intake flange,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:intake pipes,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:intake tube gaskets,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:interconnecting rods,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:lacing cord,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:lifted assembly,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:line,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:longer push rod,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:mount bolt,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:necessary gears,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:ninety out of eighty bracket,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:nose landing gear upper cover,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:number 29 push rods,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:number 31 push rod,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil coolers,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil line,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil pressure lines,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil return line,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil screen housing,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil seal,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:oil sump,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:ones,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:origin,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:original engine,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:outer baffle tie,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:patch same material,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:pistons,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:point bolt,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:pop rivets,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:pressure hose,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:proper screw,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:remaining items,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:remaining lines,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:ring gear,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:ring gear assembly,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:rings,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:rocker,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:rocker arms,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:rocker cover screw,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:rocker drain line,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:rocker shaft thrust button,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:roller tappets,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:scr,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:screen,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:scroll,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:section,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:serviceable bracket,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:serviceable gear,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:sheet metal doubler,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:short dipstick,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:silicone,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:silicone gasket,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:silicone gaskets,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:spark,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:spark plug access hole,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:spark plug access plug,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:spiral wrap,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:standoff,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:standoffs,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:starter,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:striker plates,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:tape,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:tension cable,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:throttl,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:tie rods,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:tie wrap,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:transducer wire,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:tubes,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:two - 28 push rods,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:two buttons,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:vacuum pump,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:valve,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:valve cover gaskets,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:valve covers,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:valve train,1
ACTION:installed,ACTION_ON_ITEM,MAINT_ITEM:wire tie,1
ACTION:installed built up,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:installed repaired,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:installed repaired,ACTION_ON_ITEM,MAINT_ITEM:cylinder assembly,1
ACTION:installed riveted,ACTION_ON_ITEM,MAINT_ITEM:patch,1
ACTION:installed riveted,ACTION_ON_ITEM,MAINT_ITEM:patches,1
ACTION:lapped,ACTION_ON_ITEM,MAINT_ITEM:exhaust,1
ACTION:lapped,ACTION_ON_ITEM,MAINT_ITEM:seat,1
ACTION:lapped,ACTION_ON_ITEM,MAINT_ITEM:valve,1
ACTION:lapped,ACTION_ON_ITEM,MAINT_ITEM:valves,1
ACTION:lash check,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:leak and operations,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:leak and operations check,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:leak and operations check,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:leak and operations check,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:leak and operations checked,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:leak and operations checked,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:leak and run up check,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:backbone,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:backbone bolt,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:backbone case seam,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:baffle brackets,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:baffle screws,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:bolt,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:case bolt,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:case plug,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:center case bolt,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:clamps,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:cowl,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:cowling,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:crankcase lifting eyebolt,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:crankshaft,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:crankshaft seal,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:exhaust alve,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:exhaust va,1
ACTION:leak check,ACTION_ON_ITEM,"MAINT_ITEM:exhaust valve , two",1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:fitting,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:fuel pump,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:intake push rod tube inner seal,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:lifting eye,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:line,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:longer push rod,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil cooler line,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil cooler oil line,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil filler tube,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil filte,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil plug,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil return lines,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:oil seal,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:propeller governor line,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:propeller oil line,1
ACTION:leak check,ACTION_ON_ITEM,"MAINT_ITEM:push rod , exhaust , housing gasket",1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:push rod seals,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:rocker cover gaskets,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:rocker cover seal,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:rocker oil return line,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:screw,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:seals,1
ACTION:leak check,ACTION_ON_ITEM,MAINT_ITEM:spine,1
ACTION:leak checked,ACTION_ON_ITEM,MAINT_ITEM:backbone,1
ACTION:leak checked,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:leak checked,ACTION_ON_ITEM,MAINT_ITEM:propeller shaft seal,1
ACTION:leak checked,ACTION_ON_ITEM,MAINT_ITEM:ring,1
OUTCOME:leak persists,ACTION_ON_ITEM,MAINT_ITEM:seal,1
ACTION:lean,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:leaned,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:leaned mixture,ACTION_ON_ITEM,MAINT_ITEM:plug,1
ACTION:located,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:located,ACTION_ON_ITEM,MAINT_ITEM:screw,1
ACTION:looked,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:loosened,ACTION_ON_ITEM,MAINT_ITEM:alternator belt,1
ACTION:loosened,ACTION_ON_ITEM,MAINT_ITEM:line,1
ACTION:loosened,ACTION_ON_ITEM,MAINT_ITEM:oil filler tube,1
ACTION:loosened,ACTION_ON_ITEM,MAINT_ITEM:oil pressure line,1
ACTION:lowered,ACTION_ON_ITEM,MAINT_ITEM:exhaust,1
ACTION:lubricated,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:lubricated,ACTION_ON_ITEM,MAINT_ITEM:main and tail,1
ACTION:lubricated,ACTION_ON_ITEM,MAINT_ITEM:main and tail rotor,1
"ACTION:magneto , idle , mixture checks",ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:magneto check,ACTION_ON_ITEM,MAINT_ITEM:plugs,1
ACTION:magneto drops check,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:magneto timing checked,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:magnetos check,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:magnetos check,ACTION_ON_ITEM,MAINT_ITEM:enigne,1
ACTION:magnetos check,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:maintenance break-in flight,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:maintenance fligh,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:maintenance flight,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:maintenance flight,ACTION_ON_ITEM,MAINT_ITEM:piston,1
ACTION:marked,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:marked,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:measured,ACTION_ON_ITEM,MAINT_ITEM:case,1
ACTION:measured,ACTION_ON_ITEM,MAINT_ITEM:crank,1
ACTION:measured,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:measured,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:measured,ACTION_ON_ITEM,MAINT_ITEM:ring gaps,1
ACTION:measured,ACTION_ON_ITEM,MAINT_ITEM:rods,1
ACTION:misrouted,ACTION_ON_ITEM,MAINT_ITEM:baffle inner tie wire,1
ACTION:missing installed,ACTION_ON_ITEM,MAINT_ITEM:bracket,1
ACTION:mixture adjustment,ACTION_ON_ITEM,MAINT_ITEM:seasonal idle,1
ACTION:mixture and idle checks,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:mixture idle check,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:mixture override check,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:mounted,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:mounted,ACTION_ON_ITEM,MAINT_ITEM:oil cooler,1
ACTION:moved,ACTION_ON_ITEM,MAINT_ITEM:adel clamp,1
ACTION:moved,ACTION_ON_ITEM,MAINT_ITEM:baffle tie rod,1
ACTION:moved,ACTION_ON_ITEM,MAINT_ITEM:oil return line,1
ACTION:normal engine start,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:nspected,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:observed,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:observed,ACTION_ON_ITEM,MAINT_ITEM:cowl,1
ACTION:observed,ACTION_ON_ITEM,MAINT_ITEM:spark plug leads,1
ACTION:observed,ACTION_ON_ITEM,MAINT_ITEM:valves,1
ACTION:odegaard,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:oil change,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:oil change,ACTION_ON_ITEM,MAINT_ITEM:oil filter,1
OP_CTX:on run up,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:operational,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:operations,ACTION_ON_ITEM,MAINT_ITEM:case plug,1
ACTION:operations,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:operations,ACTION_ON_ITEM,MAINT_ITEM:rocker cover,1
ACTION:operations,ACTION_ON_ITEM,MAINT_ITEM:throttle,1
ACTION:operations and leak checked,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:operations and leak checked,ACTION_ON_ITEM,MAINT_ITEM:throttle,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:auto reignition,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:cable sheath,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:lamp,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:manifold psi line,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:mixture control,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:oil temperature light,1
ACTION:operations check,ACTION_ON_ITEM,MAINT_ITEM:propeller governor,1
ACTION:operations checked,ACTION_ON_ITEM,MAINT_ITEM:cowling,1
ACTION:operations checked,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:operations checked,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:ordered,ACTION_ON_ITEM,MAINT_ITEM:intake tube,1
ACTION:ordered,ACTION_ON_ITEM,MAINT_ITEM:part,1
ACTION:outboard,ACTION_ON_ITEM,MAINT_ITEM:engine,1
FAULT:over temperature,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:overhauled,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:override speed check,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:painted,ACTION_ON_ITEM,MAINT_ITEM:bracket,1
ACTION:painted,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:painted,ACTION_ON_ITEM,MAINT_ITEM:like material,1
ACTION:painted,ACTION_ON_ITEM,MAINT_ITEM:patch,1
ACTION:painted,ACTION_ON_ITEM,MAINT_ITEM:primer,1
ACTION:painted,ACTION_ON_ITEM,REFERENCE:sam material,1
ACTION:patched,ACTION_ON_ITEM,MAINT_ITEM:air intake,1
ACTION:patched,ACTION_ON_ITEM,MAINT_ITEM:black seal,1
ACTION:patched,ACTION_ON_ITEM,MAINT_ITEM:seal,1
ACTION:performed,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:performed,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:performed,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:performed,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:performed,ACTION_ON_ITEM,REFERENCE:fouled plug procedure,1
ACTION:performed,ACTION_ON_ITEM,MAINT_ITEM:throttle,1
ACTION:performed normal engine start,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:phase four inspection,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:placed,ACTION_ON_ITEM,MAINT_ITEM:helicopter,1
ACTION:positioned,ACTION_ON_ITEM,MAINT_ITEM:hose,1
ACTION:positioned too,ACTION_ON_ITEM,MAINT_ITEM:hose,1
ACTION:power and leak check,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:pre-oiled,ACTION_ON_ITEM,MAINT_ITEM:overhauled engine,1
ACTION:preheated,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:prepared,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:prepared,ACTION_ON_ITEM,MAINT_ITEM:new pistion,1
ACTION:prepped,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:prepped,ACTION_ON_ITEM,MAINT_ITEM:loaner turb,1
ACTION:prepped,ACTION_ON_ITEM,MAINT_ITEM:piston,1
ACTION:prepped,ACTION_ON_ITEM,MAINT_ITEM:sealant,1
ACTION:preserved,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:prevent,ACTION_ON_ITEM,MAINT_ITEM:baffle chafi,1
ACTION:primed,ACTION_ON_ITEM,MAINT_ITEM:bracket,1
ACTION:procured,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:plugs,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:pop rivet,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:propeller,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:rivet,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:sd card,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:staple,1
ACTION:pulled,ACTION_ON_ITEM,MAINT_ITEM:through,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:acft,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:blades,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:cables,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:egt,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:engines would vibrate viol,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:fuel lines,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:injector nozzles,1
ACTION:ran,ACTION_ON_ITEM,MAINT_ITEM:throttle,1
ACTION:ran faulty magneto check,ACTION_ON_ITEM,MAINT_ITEM:magneto,1
ACTION:ran up,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:ran up,ACTION_ON_ITEM,MAINT_ITEM:idle mixture linkage,1
ACTION:ran up,ACTION_ON_ITEM,MAINT_ITEM:plug,1
ACTION:ran up to check,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:read,ACTION_ON_ITEM,MAINT_ITEM:fdm card data,1
ACTION:readjusted,ACTION_ON_ITEM,MAINT_ITEM:clamp,1
ACTION:reamed,ACTION_ON_ITEM,MAINT_ITEM:exhaust va,1
ACTION:reamed,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:reamed,ACTION_ON_ITEM,MAINT_ITEM:guides,1
ACTION:reaming,ACTION_ON_ITEM,MAINT_ITEM:valve,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:attaching parts,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:baffles,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:baffling,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:bolt,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:push rod tube,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:sealant,1
ACTION:reassembled,ACTION_ON_ITEM,MAINT_ITEM:seals,1
ACTION:reassembly,ACTION_ON_ITEM,MAINT_ITEM:baffling,1
ACTION:reasssembled,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:attach bracket,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:baffle mount,1
FAULT:reattached,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:baffle strips,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:baffle support,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:baffle tie,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:cable,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:cowl seal,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:fireseal,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:hoses,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:mounting bracket,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:pop rivets,1
ACTION:reattached,ACTION_ON_ITEM,MAINT_ITEM:weather stripping,1
ACTION:received,ACTION_ON_ITEM,MAINT_ITEM:customer,1
ACTION:received,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:received,ACTION_ON_ITEM,MAINT_ITEM:o-rings,1
ACTION:received,ACTION_ON_ITEM,MAINT_ITEM:piston,1
ACTION:rechecked,ACTION_ON_ITEM,MAINT_ITEM:aircraft,1
ACTION:rechecked compressions,ACTION_ON_ITEM,MAINT_ITEM:cylinder,1
ACTION:reck ' ed,ACTION_ON_ITEM,"MAINT_ITEM:exhaust valve , two",1
ACTION:reconected,ACTION_ON_ITEM,MAINT_ITEM:oil return lines,1
ACTION:reconnected,ACTION_ON_ITEM,MAINT_ITEM:baffle tie,1
ACTION:reconnected,ACTION_ON_ITEM,MAINT_ITEM:propeller governor cable,1
ACTION:reconnected,ACTION_ON_ITEM,MAINT_ITEM:spring,1
ACTION:recontoured,ACTION_ON_ITEM,MAINT_ITEM:line,1
ACTION:recowled,ACTION_ON_ITEM,MAINT_ITEM:engine,1
ACTION:refastened,ACTION_ON_ITEM,MAINT_ITEM:baffle,1
ACTION:refastened,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:reglued,ACTION_ON_ITEM,MAINT_ITEM:cowl seal,1
ACTION:reglued,ACTION_ON_ITEM,MAINT_ITEM:seal sections,1
ACTION:reindexed,ACTION_ON_ITEM,MAINT_ITEM:idle mixture linkage,1
ACTION:reinstall,ACTION_ON_ITEM,MAINT_ITEM:cover,1
ACTION:reinstalled,ACTION_ON_ITEM,TECH_OBS:45 degree fitting,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:accessories,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:anti-chafe strip,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:baf,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:baffle seal,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:baffle seals,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:baffle seals properly,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:baffle tie,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:bafflin,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:bracket,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:carb heat box,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:chip plugs,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:clamp,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:cowl,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:cowli,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:cylinders,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:dips,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:exhaust push rod,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:flywheel,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:fuel injector nozzles,1
ACTION:reinstalled,ACTION_ON_ITEM,MAINT_ITEM:gasket,1
